t	ekg	optical	pressure	accel_x	accel_y	accel_z
7.1054e-15	61.107	-39544	3229.8	-0.42798	0.86278	0.32745
0.002	61.116	-39540	3229.6	-0.42798	0.86249	0.32745
0.004	61.112	-39536	3229.4	-0.42798	0.8622	0.32745
0.006	61.108	-39534	3229.2	-0.42798	0.86191	0.32745
0.008	61.108	-39534	3229	-0.42798	0.86161	0.32745
0.01	61.109	-39534	3228.8	-0.42798	0.86132	0.32745
0.012	61.105	-39533	3228.5	-0.42807	0.86083	0.32706
0.014	61.101	-39533	3228.2	-0.42817	0.86034	0.32667
0.016	61.1	-39532	3228	-0.42827	0.85986	0.32628
0.018	61.1	-39531	3227.7	-0.42837	0.85937	0.32589
0.02	61.104	-39529	3227.5	-0.42846	0.85888	0.3255
0.022	61.102	-39527	3227.1	-0.42856	0.85966	0.32569
0.024	61.1	-39524	3226.8	-0.42866	0.86044	0.32589
0.026	61.1	-39525	3226.5	-0.42876	0.86122	0.32608
0.028	61.1	-39530	3226.3	-0.42885	0.862	0.32628
0.03	61.098	-39534	3226	-0.42895	0.86278	0.32647
0.032	61.102	-39537	3225.7	-0.42915	0.86161	0.32569
0.034	61.106	-39537	3225.4	-0.42934	0.86044	0.32491
0.036	61.104	-39536	3225.2	-0.42954	0.85927	0.32413
0.038	61.107	-39536	3224.9	-0.42973	0.8581	0.32335
0.04	61.113	-39535	3224.6	-0.42993	0.85693	0.32257
0.042	61.114	-39536	3224.4	-0.42954	0.8579	0.32315
0.044	61.113	-39537	3224.2	-0.42915	0.85888	0.32374
0.046	61.108	-39532	3223.9	-0.42876	0.85986	0.32432
0.048	61.105	-39519	3223.7	-0.42837	0.86083	0.32491
0.05	61.102	-39514	3223.4	-0.42798	0.86181	0.3255
0.052	61.098	-39517	3223.3	-0.42749	0.86132	0.32491
0.054	61.098	-39521	3223.1	-0.427	0.86083	0.32432
0.056	61.099	-39527	3223	-0.42651	0.86034	0.32374
0.058	61.099	-39531	3222.8	-0.42602	0.85986	0.32315
0.06	61.1	-39532	3222.7	-0.42554	0.85937	0.32257
0.062	61.105	-39532	3222.5	-0.42671	0.85908	0.32267
0.064	61.105	-39531	3222.4	-0.42788	0.85878	0.32276
0.066	61.104	-39531	3222.3	-0.42905	0.85849	0.32286
0.068	61.103	-39531	3222.2	-0.43022	0.8582	0.32296
0.07	61.103	-39532	3222.1	-0.43139	0.8579	0.32306
0.072	61.101	-39535	3222	-0.42964	0.858	0.32218
0.074	61.1	-39534	3221.9	-0.42788	0.8581	0.3213
0.076	61.1	-39531	3221.8	-0.42612	0.8582	0.32042
0.078	61.1	-39527	3221.6	-0.42436	0.85829	0.31954
0.08	61.099	-39525	3221.5	-0.42261	0.85839	0.31866
0.082	61.096	-39523	3221.4	-0.42232	0.85644	0.31886
0.084	61.097	-39521	3221.3	-0.42202	0.85449	0.31905
0.086	61.108	-39522	3221.2	-0.42173	0.85254	0.31925
0.088	61.113	-39526	3221.1	-0.42144	0.85058	0.31944
0.09	61.112	-39526	3221.1	-0.42114	0.84863	0.31964
0.092	61.121	-39523	3221	-0.423	0.85068	0.32091
0.094	61.118	-39522	3221	-0.42485	0.85273	0.32218
0.096	61.112	-39523	3220.9	-0.42671	0.85478	0.32345
0.098	61.111	-39524	3220.8	-0.42856	0.85683	0.32472
0.1	61.117	-39525	3220.7	-0.43042	0.85888	0.32598
0.102	61.118	-39525	3220.6	-0.42973	0.85917	0.3252
0.104	61.115	-39525	3220.5	-0.42905	0.85947	0.32442
0.106	61.114	-39526	3220.3	-0.42837	0.85976	0.32364
0.108	61.111	-39528	3220.2	-0.42768	0.86005	0.32286
0.11	61.111	-39529	3220.1	-0.427	0.86034	0.32208
0.112	61.114	-39529	3219.9	-0.42749	0.85937	0.32169
0.114	61.119	-39528	3219.7	-0.42798	0.85839	0.3213
0.116	61.118	-39525	3219.6	-0.42846	0.85742	0.32091
0.118	61.111	-39524	3219.4	-0.42895	0.85644	0.32052
0.12	61.109	-39526	3219.2	-0.42944	0.85546	0.32013
0.122	61.112	-39529	3218.9	-0.42788	0.85566	0.31964
0.124	61.117	-39533	3218.7	-0.42632	0.85585	0.31915
0.126	61.122	-39533	3218.5	-0.42476	0.85605	0.31866
0.128	61.119	-39530	3218.2	-0.42319	0.85624	0.31818
0.13	61.111	-39526	3217.9	-0.42163	0.85644	0.31769
0.132	61.107	-39523	3217.6	-0.42066	0.85507	0.31788
0.134	61.103	-39522	3217.3	-0.41968	0.85371	0.31808
0.136	61.097	-39523	3217	-0.4187	0.85234	0.31827
