t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	21.505	-20113	3501.9	-0.20447	0.97942	0.081008
0.002	21.502	-20108	3501.9	-0.20496	0.97971	0.081886
0.004	21.507	-20102	3502	-0.20545	0.98	0.082765
0.006	21.528	-20106	3502	-0.20594	0.98029	0.083643
0.008	21.532	-20111	3502	-0.20642	0.98059	0.084522
0.01	21.491	-20110	3502.1	-0.20691	0.98088	0.0854
0.012	21.517	-20110	3502.1	-0.20838	0.97971	0.08579
0.014	21.537	-20105	3502.1	-0.20984	0.97854	0.086181
0.016	21.529	-20101	3502.1	-0.2113	0.97737	0.086571
0.018	21.513	-20099	3502.1	-0.21277	0.9762	0.086962
0.02	21.514	-20098	3502.1	-0.21423	0.97502	0.087352
0.022	21.515	-20104	3502	-0.21472	0.97385	0.08784
0.024	21.51	-20111	3501.9	-0.21521	0.97268	0.088328
0.026	21.493	-20104	3501.8	-0.2157	0.97151	0.088816
0.028	21.454	-20096	3501.7	-0.21618	0.97034	0.089304
0.03	21.42	-20099	3501.6	-0.21667	0.96917	0.089792
0.032	21.451	-20102	3501.4	-0.2156	0.96927	0.089206
0.034	21.523	-20106	3501.2	-0.21452	0.96936	0.088621
0.036	21.519	-20111	3501	-0.21345	0.96946	0.088035
0.038	21.482	-20109	3500.7	-0.21238	0.96956	0.08745
0.04	21.492	-20107	3500.5	-0.2113	0.96966	0.086864
0.042	21.512	-20106	3500.3	-0.21043	0.96966	0.087742
0.044	21.515	-20104	3500.1	-0.20955	0.96966	0.088621
0.046	21.498	-20105	3499.9	-0.20867	0.96966	0.089499
0.048	21.472	-20106	3499.5	-0.20779	0.96966	0.090378
0.05	21.458	-20106	3499.2	-0.20691	0.96966	0.091256
0.052	21.461	-20105	3499	-0.20623	0.96907	0.090475
0.054	21.469	-20105	3498.7	-0.20555	0.96848	0.089694
0.056	21.47	-20105	3498.4	-0.20486	0.9679	0.088914
0.058	21.491	-20106	3497.9	-0.20418	0.96731	0.088133
0.06	21.511	-20107	3497.5	-0.2035	0.96673	0.087352
0.062	21.518	-20107	3497.2	-0.20193	0.96614	0.086571
0.064	21.535	-20106	3496.9	-0.20037	0.96556	0.08579
0.066	21.544	-20107	3496.5	-0.19881	0.96497	0.08501
0.068	21.538	-20107	3496	-0.19725	0.96439	0.084229
0.07	21.528	-20105	3495.5	-0.19569	0.9638	0.083448
0.072	21.513	-20104	3495.2	-0.19442	0.96429	0.083643
0.074	21.511	-20102	3494.8	-0.19315	0.96478	0.083838
0.076	21.57	-20101	3494.4	-0.19188	0.96526	0.084034
0.078	21.585	-20099	3493.7	-0.19061	0.96575	0.084229
0.08	21.585	-20098	3493.1	-0.18934	0.96624	0.084424
0.082	21.576	-20100	3492.7	-0.18983	0.96634	0.085205
0.084	21.603	-20102	3492.3	-0.19032	0.96644	0.085986
0.086	21.599	-20102	3491.8	-0.19081	0.96653	0.086766
0.088	21.597	-20102	3491.2	-0.1913	0.96663	0.087547
0.09	21.547	-20102	3490.7	-0.19178	0.96673	0.088328
0.092	21.556	-20102	3490.2	-0.19286	0.96575	0.088426
0.094	21.571	-20103	3489.6	-0.19393	0.96478	0.088523
0.096	21.599	-20104	3489.1	-0.195	0.9638	0.088621
0.098	21.603	-20105	3488.6	-0.19608	0.96282	0.088718
0.1	21.617	-20107	3488.1	-0.19715	0.96185	0.088816
0.102	21.602	-20108	3487.6	-0.19725	0.96068	0.090182
0.104	21.583	-20109	3487	-0.19735	0.95951	0.091549
0.106	21.558	-20110	3486.6	-0.19744	0.95833	0.092915
0.108	21.526	-20112	3486.2	-0.19754	0.95716	0.094282
0.11	21.521	-20108	3485.8	-0.19764	0.95599	0.095648
0.112	21.553	-20104	3485.3	-0.19774	0.9555	0.094574
0.114	21.578	-20101	3484.8	-0.19784	0.95502	0.093501
0.116	21.578	-20097	3484.3	-0.19793	0.95453	0.092427
0.118	21.581	-20097	3483.9	-0.19803	0.95404	0.091354
0.12	21.608	-20096	3483.4	-0.19813	0.95355	0.09028
0.122	21.615	-20097	3483	-0.19852	0.95326	0.089694
0.124	21.582	-20097	3482.6	-0.19891	0.95297	0.089109
0.126	21.55	-20099	3482.1	-0.1993	0.95267	0.088523
0.128	21.547	-20101	3481.7	-0.19969	0.95238	0.087938
0.13	21.551	-20105	3481.3	-0.20008	0.95209	0.087352
0.132	21.552	-20109	3481	-0.20028	0.95297	0.087547
0.134	21.56	-20108	3480.6	-0.20047	0.95384	0.087742
0.136	21.565	-20108	3480.2	-0.20067	0.95472	0.087938
0.138	21.549	-20106	3479.8	-0.20086	0.9556	0.088133
0.14	21.51	-20104	3479.4	-0.20106	0.95648	0.088328
0.142	21.498	-20107	3479.1	-0.20096	0.95668	0.08784
0.144	21.522	-20110	3478.8	-0.20086	0.95687	0.087352
0.146	21.545	-20109	3478.4	-0.20076	0.95707	0.086864
0.148	21.568	-20109	3478.1	-0.20067	0.95726	0.086376
0.15	21.575	-20107	3477.7	-0.20057	0.95746	0.085888
0.152	21.567	-20106	3477.3	-0.20018	0.95931	0.085693
0.154	21.563	-20112	3476.9	-0.19979	0.96116	0.085498
0.156	21.594	-20118	3476.6	-0.1994	0.96302	0.085302
0.158	21.59	-20116	3476.3	-0.19901	0.96487	0.085107
0.16	21.541	-20113	3475.9	-0.19862	0.96673	0.084912
0.162	21.512	-20108	3475.6	-0.1991	0.96751	0.08579
0.164	21.504	-20103	3475.4	-0.19959	0.96829	0.086669
0.166	21.535	-20098	3475.1	-0.20008	0.96907	0.087547
0.168	21.534	-20093	3474.8	-0.20057	0.96985	0.088426
0.17	21.506	-20091	3474.5	-0.20106	0.97063	0.089304
0.172	21.491	-20088	3474.2	-0.20028	0.97151	0.088133
0.174	21.493	-20089	3473.9	-0.19949	0.97239	0.086962
0.176	21.499	-20091	3473.6	-0.19871	0.97327	0.08579
0.178	21.444	-20093	3473.3	-0.19793	0.97415	0.084619
0.18	21.363	-20096	3473	-0.19715	0.97502	0.083448
0.182	21.429	-20098	3472.7	-0.19627	0.9761	0.082277
0.184	21.516	-20100	3472.5	-0.1954	0.97717	0.081106
0.186	21.462	-20106	3472.3	-0.19452	0.97824	0.079934
0.188	21.398	-20113	3472	-0.19364	0.97932	0.078763
0.19	21.338	-20114	3471.8	-0.19276	0.98039	0.077592
0.192	21.28	-20116	3471.6	-0.19403	0.97824	0.078861
0.194	21.211	-20116	3471.4	-0.1953	0.9761	0.08013
0.196	21.125	-20116	3471.2	-0.19657	0.97395	0.081398
0.198	21.04	-20107	3471	-0.19784	0.9718	0.082667
0.2	20.961	-20098	3470.7	-0.1991	0.96966	0.083936
0.202	20.897	-20097	3470.4	-0.19862	0.96907	0.083448
0.204	20.899	-20096	3470.2	-0.19813	0.96848	0.08296
0.206	20.935	-20098	3469.9	-0.19764	0.9679	0.082472
0.208	20.915	-20100	3469.6	-0.19715	0.96731	0.081984
0.21	20.885	-20101	3469.3	-0.19666	0.96673	0.081496
0.212	20.901	-20101	3469	-0.19588	0.96702	0.081398
0.214	20.918	-20104	3468.6	-0.1951	0.96731	0.081301
0.216	20.923	-20107	3468.3	-0.19432	0.96761	0.081203
0.218	20.935	-20105	3467.9	-0.19354	0.9679	0.081106
0.22	20.937	-20103	3467.6	-0.19276	0.96819	0.081008
0.222	20.926	-20107	3467.3	-0.19442	0.96692	0.079446
0.224	20.909	-20111	3467	-0.19608	0.96565	0.077885
0.226	20.874	-20110	3466.7	-0.19774	0.96439	0.076323
0.228	20.844	-20110	3466.4	-0.1994	0.96312	0.074762
0.23	20.841	-20106	3466.1	-0.20106	0.96185	0.0732
0.232	20.834	-20103	3465.8	-0.20115	0.96185	0.0732
0.234	20.833	-20105	3465.5	-0.20125	0.96185	0.0732
0.236	20.838	-20107	3465.2	-0.20135	0.96185	0.0732
0.238	20.843	-20099	3464.9	-0.20145	0.96185	0.0732
0.24	20.853	-20090	3464.6	-0.20154	0.96185	0.0732
0.242	20.874	-20085	3464.3	-0.20047	0.96263	0.073005
0.244	20.914	-20080	3464.1	-0.1994	0.96341	0.07281
0.246	20.963	-20091	3463.8	-0.19832	0.96419	0.072614
0.248	20.976	-20101	3463.6	-0.19725	0.96497	0.072419
0.25	21.035	-20103	3463.3	-0.19618	0.96575	0.072224
0.252	21.147	-20104	3463.1	-0.19549	0.96624	0.073395
0.254	21.227	-20101	3462.9	-0.19481	0.96673	0.074566
0.256	21.275	-20097	3462.6	-0.19413	0.96722	0.075738
0.258	21.344	-20100	3462.4	-0.19344	0.9677	0.076909
0.26	21.422	-20103	3462.1	-0.19276	0.96819	0.07808
0.262	21.458	-20106	3461.9	-0.1913	0.96761	0.078568
0.264	21.481	-20109	3461.7	-0.18983	0.96702	0.079056
0.266	21.514	-20109	3461.5	-0.18837	0.96644	0.079544
0.268	21.508	-20110	3461.4	-0.1869	0.96585	0.080032
0.27	21.499	-20105	3461.3	-0.18544	0.96526	0.08052
0.272	21.494	-20101	3461.2	-0.18768	0.96565	0.08013
0.274	21.509	-20097	3461.1	-0.18993	0.96604	0.079739
0.276	21.527	-20093	3461	-0.19217	0.96644	0.079349
0.278	21.538	-20094	3460.9	-0.19442	0.96683	0.078958
0.28	21.562	-20094	3460.8	-0.19666	0.96722	0.078568
0.282	21.574	-20097	3460.7	-0.19793	0.96644	0.078373
0.284	21.566	-20099	3460.6	-0.1992	0.96565	0.078178
0.286	21.554	-20100	3460.4	-0.20047	0.96487	0.077982
0.288	21.534	-20102	3460.3	-0.20174	0.96409	0.077787
0.29	21.496	-20102	3460.1	-0.20301	0.96331	0.077592
0.292	21.488	-20103	3460	-0.20232	0.96273	0.077202
0.294	21.537	-20103	3459.9	-0.20164	0.96214	0.076811
0.296	21.544	-20102	3459.7	-0.20096	0.96156	0.076421
0.298	21.543	-20099	3459.5	-0.20028	0.96097	0.07603
0.3	21.597	-20095	3459.3	-0.19959	0.96038	0.07564
0.302	21.606	-20096	3459.2	-0.19979	0.96107	0.074664
0.304	21.602	-20097	3459.1	-0.19998	0.96175	0.073688
0.306	21.623	-20099	3459	-0.20018	0.96243	0.072712
0.308	21.605	-20102	3458.8	-0.20037	0.96312	0.071736
