t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	15.131	-19068	3497.3	-0.0976	0.97112	0.18154
0.002	15.117	-19068	3495.6	-0.097795	0.97122	0.18271
0.004	15.114	-19069	3493.9	-0.09799	0.97132	0.18388
0.006	15.115	-19063	3492.2	-0.098186	0.97141	0.18505
0.008	15.1	-19056	3490.3	-0.098381	0.97151	0.18622
0.01	15.078	-19058	3488.5	-0.098576	0.97161	0.18739
0.012	15.085	-19059	3486.7	-0.097502	0.97132	0.1872
0.014	15.128	-19062	3484.9	-0.096429	0.97102	0.187
0.016	15.152	-19066	3483.1	-0.095355	0.97073	0.18681
0.018	15.136	-19058	3481.2	-0.094282	0.97044	0.18661
0.02	15.107	-19049	3479.3	-0.093208	0.97014	0.18642
0.022	15.085	-19056	3477.4	-0.093989	0.96956	0.1871
0.024	15.091	-19062	3475.5	-0.09477	0.96897	0.18778
0.026	15.11	-19064	3473.5	-0.09555	0.96839	0.18847
0.028	15.124	-19066	3471.5	-0.096331	0.9678	0.18915
0.03	15.14	-19064	3469.5	-0.097112	0.96722	0.18983
0.032	15.147	-19062	3467.5	-0.097893	0.96741	0.19032
0.034	15.139	-19062	3465.5	-0.098674	0.96761	0.19081
0.036	15.122	-19062	3463.5	-0.099454	0.9678	0.1913
0.038	15.097	-19063	3461.3	-0.10024	0.968	0.19178
0.04	15.075	-19064	3459.2	-0.10102	0.96819	0.19227
0.042	15.1	-19063	3457	-0.10189	0.9678	0.19305
0.044	15.136	-19062	3454.8	-0.10277	0.96741	0.19383
0.046	15.138	-19059	3452.6	-0.10365	0.96702	0.19461
0.048	15.102	-19057	3450.4	-0.10453	0.96663	0.1954
0.05	15.104	-19047	3448.2	-0.10541	0.96624	0.19618
0.052	15.116	-19037	3445.8	-0.1058	0.96741	0.19793
0.054	15.148	-19038	3443.5	-0.10619	0.96858	0.19969
0.056	15.131	-19038	3441.2	-0.10658	0.96975	0.20145
0.058	15.176	-19046	3438.8	-0.10697	0.97092	0.2032
0.06	15.194	-19053	3436.4	-0.10736	0.9721	0.20496
0.062	15.153	-19053	3433.9	-0.10668	0.97102	0.20379
0.064	15.119	-19053	3431.5	-0.10599	0.96995	0.20262
0.066	15.102	-19053	3429.1	-0.10531	0.96888	0.20145
0.068	15.114	-19054	3426.8	-0.10463	0.9678	0.20028
0.07	15.108	-19055	3424.5	-0.10394	0.96673	0.1991
0.072	15.124	-19056	3422	-0.10453	0.96751	0.20047
0.074	15.164	-19050	3419.5	-0.10512	0.96829	0.20184
0.076	15.128	-19045	3417	-0.1057	0.96907	0.2032
0.078	15.125	-19043	3414.7	-0.10629	0.96985	0.20457
0.08	15.128	-19041	3412.3	-0.10687	0.97063	0.20594
0.082	15.102	-19046	3410	-0.10697	0.97092	0.20672
0.084	15.053	-19050	3407.6	-0.10707	0.97122	0.2075
0.086	15.097	-19050	3405.3	-0.10716	0.97151	0.20828
