t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	95.622	-22202	2586	-0.72761	0.49142	0.49337
0.002	95.622	-22208	2586	-0.72741	0.49093	0.49464
0.004	95.631	-22213	2586	-0.72722	0.49044	0.49591
0.006	95.631	-22209	2586	-0.72702	0.48995	0.49717
0.008	95.619	-22205	2585.9	-0.72683	0.48946	0.49844
0.01	95.618	-22211	2585.9	-0.72663	0.48898	0.49971
0.012	95.618	-22217	2585.8	-0.72712	0.48888	0.49961
0.014	95.619	-22218	2585.8	-0.72761	0.48878	0.49952
0.016	95.625	-22218	2585.7	-0.7281	0.48868	0.49942
0.018	95.619	-22216	2585.7	-0.72858	0.48859	0.49932
0.02	95.609	-22214	2585.6	-0.72907	0.48849	0.49922
0.022	95.603	-22214	2585.5	-0.7281	0.48907	0.49874
0.024	95.61	-22214	2585.5	-0.72712	0.48966	0.49825
0.026	95.622	-22215	2585.4	-0.72614	0.49024	0.49776
0.028	95.626	-22216	2585.2	-0.72517	0.49083	0.49727
0.03	95.614	-22214	2585.1	-0.72419	0.49142	0.49678
0.032	95.603	-22212	2585	-0.72419	0.49112	0.49649
0.034	95.607	-22213	2584.9	-0.72419	0.49083	0.4962
0.036	95.607	-22214	2584.8	-0.72419	0.49054	0.49591
0.038	95.594	-22212	2584.8	-0.72419	0.49024	0.49561
0.04	95.59	-22210	2584.8	-0.72419	0.48995	0.49532
0.042	95.587	-22209	2584.8	-0.72566	0.48966	0.49532
0.044	95.581	-22208	2584.8	-0.72712	0.48937	0.49532
0.046	95.579	-22212	2584.8	-0.72858	0.48907	0.49532
0.048	95.59	-22217	2584.8	-0.73005	0.48878	0.49532
0.05	95.597	-22217	2584.8	-0.73151	0.48849	0.49532
0.052	95.593	-22216	2585	-0.73093	0.48839	0.496
0.054	95.588	-22215	2585.2	-0.73034	0.48829	0.49669
0.056	95.589	-22214	2585.5	-0.72976	0.4882	0.49737
0.058	95.596	-22215	2586	-0.72917	0.4881	0.49805
0.06	95.601	-22216	2586.4	-0.72858	0.488	0.49874
0.062	95.601	-22219	2587	-0.72849	0.4881	0.49796
0.064	95.6	-22222	2587.6	-0.72839	0.4882	0.49717
0.066	95.596	-22224	2588.4	-0.72829	0.48829	0.49639
0.068	95.594	-22226	2589.2	-0.72819	0.48839	0.49561
0.07	95.598	-22220	2590	-0.7281	0.48849	0.49483
0.072	95.605	-22214	2590.9	-0.72849	0.48888	0.49444
0.074	95.604	-22217	2591.9	-0.72888	0.48927	0.49405
0.076	95.602	-22221	2593	-0.72927	0.48966	0.49366
0.078	95.599	-22219	2594.1	-0.72966	0.49005	0.49327
0.08	95.591	-22217	2595.2	-0.73005	0.49044	0.49288
0.082	95.594	-22221	2596.5	-0.73073	0.49064	0.49356
0.084	95.606	-22224	2597.7	-0.73141	0.49083	0.49425
0.086	95.61	-22223	2599.1	-0.7321	0.49103	0.49493
0.088	95.596	-22222	2600.4	-0.73278	0.49122	0.49561
0.09	95.594	-22226	2601.8	-0.73346	0.49142	0.4963
0.092	95.603	-22230	2603.1	-0.73229	0.49171	0.49512
0.094	95.611	-22224	2604.4	-0.73112	0.492	0.49395
0.096	95.604	-22218	2605.7	-0.72995	0.49229	0.49278
0.098	95.604	-22218	2606.9	-0.72878	0.49259	0.49161
0.1	95.608	-22217	2608.2	-0.72761	0.49288	0.49044
0.102	95.603	-22218	2609.3	-0.72634	0.49376	0.49015
0.104	95.605	-22218	2610.5	-0.72507	0.49464	0.48985
0.106	95.621	-22214	2611.7	-0.7238	0.49552	0.48956
0.108	95.62	-22211	2612.8	-0.72253	0.49639	0.48927
0.11	95.607	-22211	2614	-0.72126	0.49727	0.48898
0.112	95.619	-22210	2615.2	-0.72107	0.49698	0.48878
0.114	95.621	-22207	2616.3	-0.72087	0.49669	0.48859
0.116	95.608	-22203	2617.4	-0.72068	0.49639	0.48839
0.118	95.596	-22198	2618.3	-0.72048	0.4961	0.4882
0.12	95.584	-22193	2619.2	-0.72029	0.49581	0.488
0.122	95.579	-22190	2620.1	-0.72048	0.49522	0.48702
0.124	95.582	-22187	2620.9	-0.72068	0.49464	0.48605
0.126	95.595	-22190	2621.7	-0.72087	0.49405	0.48507
0.128	95.589	-22192	2622.3	-0.72107	0.49347	0.4841
0.13	95.57	-22182	2622.9	-0.72126	0.49288	0.48312
0.132	95.564	-22172	2623.5	-0.72185	0.49347	0.48332
0.134	95.563	-22173	2624	-0.72244	0.49405	0.48351
0.136	95.557	-22175	2624.5	-0.72302	0.49464	0.48371
0.138	95.553	-22173	2624.8	-0.72361	0.49522	0.4839
0.14	95.551	-22172	2625.2	-0.72419	0.49581	0.4841
