t	ekg	optical	pressure	accel_x	accel_y	accel_z
4.5475e-13	18.502	-3.1912e+05	1880.2	-0.41822	0.11712	0.8906
0.002	18.613	-3.1913e+05	1880.1	-0.41919	0.11644	0.8907
0.004	18.81	-3.1913e+05	1880	-0.42017	0.11575	0.8908
0.006	19.064	-3.1914e+05	1879.9	-0.42114	0.11507	0.89089
0.008	19.083	-3.1914e+05	1879.9	-0.42212	0.11439	0.89099
0.01	18.97	-3.1915e+05	1879.8	-0.4231	0.1137	0.89109
0.012	18.831	-3.1915e+05	1879.7	-0.42046	0.11302	0.89011
0.014	18.582	-3.1915e+05	1879.6	-0.41783	0.11234	0.88914
0.016	18.5	-3.1915e+05	1879.5	-0.41519	0.11165	0.88816
0.018	18.587	-3.1915e+05	1879.5	-0.41256	0.11097	0.88718
0.02	18.711	-3.1915e+05	1879.5	-0.40992	0.11029	0.88621
0.022	19.003	-3.1915e+05	1879.4	-0.40943	0.11029	0.88621
0.024	19.132	-3.1915e+05	1879.4	-0.40894	0.11029	0.88621
0.026	19.063	-3.1915e+05	1879.4	-0.40846	0.11029	0.88621
0.028	18.928	-3.1916e+05	1879.4	-0.40797	0.11029	0.88621
0.03	18.62	-3.1916e+05	1879.3	-0.40748	0.11029	0.88621
0.032	18.46	-3.1916e+05	1879.3	-0.40816	0.11019	0.8867
0.034	18.531	-3.1916e+05	1879.2	-0.40885	0.11009	0.88718
0.036	18.618	-3.1916e+05	1879.2	-0.40953	0.11	0.88767
0.038	18.888	-3.1916e+05	1879.3	-0.41021	0.1099	0.88816
0.04	19.099	-3.1916e+05	1879.4	-0.4109	0.1098	0.88865
0.042	19.049	-3.1916e+05	1879.5	-0.41187	0.11126	0.88953
0.044	18.959	-3.1916e+05	1879.7	-0.41285	0.11273	0.8904
0.046	18.751	-3.1917e+05	1879.9	-0.41382	0.11419	0.89128
0.048	18.516	-3.1917e+05	1880.1	-0.4148	0.11566	0.89216
0.05	18.481	-3.1917e+05	1880.3	-0.41578	0.11712	0.89304
0.052	18.577	-3.1918e+05	1880.6	-0.41714	0.11673	0.89304
0.054	18.799	-3.1918e+05	1880.8	-0.41851	0.11634	0.89304
0.056	19.034	-3.1918e+05	1881.1	-0.41988	0.11595	0.89304
0.058	19.055	-3.1919e+05	1881.4	-0.42124	0.11556	0.89304
0.06	18.936	-3.1919e+05	1881.7	-0.42261	0.11517	0.89304
0.062	18.758	-3.1918e+05	1881.9	-0.42271	0.11448	0.89333
0.064	18.527	-3.1919e+05	1882.1	-0.4228	0.1138	0.89363
0.066	18.442	-3.1919e+05	1882.3	-0.4229	0.11312	0.89392
0.068	18.535	-3.192e+05	1882.5	-0.423	0.11244	0.89421
0.07	18.719	-3.192e+05	1882.6	-0.4231	0.11175	0.8945
0.072	18.958	-3.192e+05	1882.8	-0.42349	0.11204	0.89441
0.074	19.059	-3.1921e+05	1883	-0.42388	0.11234	0.89431
0.076	18.969	-3.1921e+05	1883.3	-0.42427	0.11263	0.89421
0.078	18.826	-3.1922e+05	1883.5	-0.42466	0.11292	0.89411
0.08	18.598	-3.1922e+05	1883.8	-0.42505	0.11322	0.89402
0.082	18.418	-3.1922e+05	1884	-0.42485	0.11292	0.89363
0.084	18.472	-3.1922e+05	1884.3	-0.42466	0.11263	0.89324
0.086	18.624	-3.1922e+05	1884.4	-0.42446	0.11234	0.89284
0.088	18.843	-3.1922e+05	1884.5	-0.42427	0.11204	0.89245
0.09	19.047	-3.1922e+05	1884.6	-0.42407	0.11175	0.89206
0.092	19.012	-3.1923e+05	1884.5	-0.42388	0.11244	0.89304
0.094	18.906	-3.1923e+05	1884.4	-0.42368	0.11312	0.89402
0.096	18.726	-3.1923e+05	1884.4	-0.42349	0.1138	0.89499
0.098	18.455	-3.1924e+05	1884.3	-0.42329	0.11448	0.89597
0.1	18.444	-3.1924e+05	1884.2	-0.4231	0.11517	0.89694
0.102	18.578	-3.1924e+05	1884.1	-0.423	0.11507	0.89704
0.104	18.735	-3.1924e+05	1884	-0.4229	0.11497	0.89714
0.106	19.008	-3.1924e+05	1883.9	-0.4228	0.11488	0.89724
0.108	19.031	-3.1924e+05	1883.8	-0.42271	0.11478	0.89733
0.11	18.933	-3.1925e+05	1883.7	-0.42261	0.11468	0.89743
0.112	18.772	-3.1925e+05	1883.6	-0.42319	0.11351	0.89636
0.114	18.482	-3.1926e+05	1883.4	-0.42378	0.11234	0.89528
0.116	18.437	-3.1926e+05	1883.3	-0.42436	0.11117	0.89421
0.118	18.536	-3.1927e+05	1883.1	-0.42495	0.11	0.89314
0.12	18.677	-3.1926e+05	1883	-0.42554	0.10882	0.89206
0.122	18.955	-3.1926e+05	1882.8	-0.42505	0.11019	0.89255
0.124	19.056	-3.1927e+05	1882.5	-0.42456	0.11156	0.89304
0.126	18.979	-3.1927e+05	1882.3	-0.42407	0.11292	0.89353
0.128	18.843	-3.1928e+05	1882.2	-0.42358	0.11429	0.89402
