t	ekg	optical	pressure	accel_x	accel_y	accel_z
4.5475e-13	61.795	-5.803e+05	2636.6	-0.64026	0.10931	0.74322
0.002	61.808	-5.803e+05	2636.3	-0.64065	0.10921	0.74313
0.004	61.803	-5.803e+05	2636	-0.64104	0.10912	0.74303
0.006	61.789	-5.803e+05	2635.6	-0.64143	0.10902	0.74293
0.008	61.77	-5.8031e+05	2635.3	-0.64182	0.10892	0.74283
0.01	61.761	-5.8031e+05	2634.9	-0.64221	0.10882	0.74274
0.012	61.771	-5.8032e+05	2634.6	-0.64113	0.10863	0.74381
0.014	61.788	-5.8032e+05	2634.2	-0.64006	0.10843	0.74488
0.016	61.809	-5.8033e+05	2633.8	-0.63899	0.10824	0.74596
0.018	61.821	-5.8033e+05	2633.4	-0.63791	0.10804	0.74703
0.02	61.815	-5.8034e+05	2633.1	-0.63684	0.10785	0.7481
0.022	61.804	-5.8035e+05	2632.7	-0.63694	0.10843	0.74752
0.024	61.775	-5.8035e+05	2632.4	-0.63704	0.10902	0.74693
0.026	61.752	-5.8035e+05	2632.1	-0.63713	0.1096	0.74635
0.028	61.75	-5.8035e+05	2631.8	-0.63723	0.11019	0.74576
0.03	61.751	-5.8036e+05	2631.5	-0.63733	0.11078	0.74518
0.032	61.778	-5.8036e+05	2631.2	-0.63752	0.11009	0.74547
0.034	61.821	-5.8036e+05	2630.9	-0.63772	0.10941	0.74576
0.036	61.814	-5.8036e+05	2630.6	-0.63791	0.10873	0.74605
0.038	61.824	-5.8036e+05	2630.3	-0.63811	0.10804	0.74635
0.04	61.808	-5.8037e+05	2630	-0.6383	0.10736	0.74664
0.042	61.78	-5.8037e+05	2629.8	-0.63869	0.10707	0.74605
0.044	61.784	-5.8038e+05	2629.6	-0.63908	0.10677	0.74547
0.046	61.796	-5.8039e+05	2629.3	-0.63948	0.10648	0.74488
0.048	61.81	-5.804e+05	2629	-0.63987	0.10619	0.7443
0.05	61.838	-5.8041e+05	2628.8	-0.64026	0.1059	0.74371
0.052	61.846	-5.8041e+05	2628.5	-0.64026	0.10668	0.74381
