t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-32.421	-45213	3436.9	-0.96556	-0.10795	0.25825
0.002	-32.415	-45218	3436.9	-0.96517	-0.10765	0.25747
0.004	-32.41	-45222	3436.9	-0.96478	-0.10736	0.25669
0.006	-32.405	-45226	3436.9	-0.96439	-0.10707	0.25591
0.008	-32.404	-45226	3436.8	-0.964	-0.10677	0.25513
0.01	-32.399	-45227	3436.9	-0.9636	-0.10648	0.25435
0.012	-32.393	-45227	3436.9	-0.96321	-0.10619	0.25356
0.014	-32.388	-45228	3437	-0.96282	-0.1059	0.25278
0.016	-32.396	-45230	3437.3	-0.96224	-0.10492	0.25249
0.018	-32.392	-45232	3437.6	-0.96165	-0.10394	0.2522
0.02	-32.391	-45231	3438	-0.96107	-0.10297	0.25191
0.022	-32.42	-45229	3438.5	-0.96048	-0.10199	0.25161
0.024	-32.432	-45230	3439.1	-0.9599	-0.10102	0.25132
0.026	-32.435	-45232	3439.9	-0.96029	-0.10268	0.25171
0.028	-32.436	-45240	3440.8	-0.96068	-0.10433	0.2521
0.03	-32.424	-45248	3441.9	-0.96107	-0.10599	0.25249
0.032	-32.428	-45252	3443.1	-0.96146	-0.10765	0.25288
0.034	-32.419	-45256	3444.3	-0.96185	-0.10931	0.25327
0.036	-32.408	-45252	3445.9	-0.96214	-0.10853	0.25396
0.038	-32.412	-45249	3447.4	-0.96243	-0.10775	0.25464
0.04	-32.423	-45249	3449.1	-0.96273	-0.10697	0.25532
0.042	-32.443	-45249	3451	-0.96302	-0.10619	0.256
0.044	-32.458	-45253	3452.9	-0.96331	-0.10541	0.25669
0.046	-32.451	-45258	3455	-0.96282	-0.10502	0.25649
0.048	-32.439	-45256	3457.2	-0.96234	-0.10463	0.2563
0.05	-32.441	-45255	3459.5	-0.96185	-0.10424	0.2561
0.052	-32.44	-45259	3461.9	-0.96136	-0.10385	0.25591
0.054	-32.437	-45263	3464.3	-0.96087	-0.10346	0.25571
0.056	-32.432	-45263	3467	-0.96165	-0.10307	0.25474
0.058	-32.428	-45263	3469.7	-0.96243	-0.10268	0.25376
0.06	-32.432	-45257	3472.4	-0.96321	-0.10228	0.25278
0.062	-32.438	-45252	3475.2	-0.964	-0.10189	0.25181
0.064	-32.441	-45263	3478.1	-0.96478	-0.1015	0.25083
0.066	-32.443	-45274	3480.7	-0.9639	-0.10121	0.25112
0.068	-32.436	-45270	3483.4	-0.96302	-0.10092	0.25142
0.07	-32.429	-45267	3486	-0.96214	-0.10063	0.25171
0.072	-32.447	-45268	3488.4	-0.96126	-0.10033	0.252
0.074	-32.485	-45269	3490.8	-0.96038	-0.10004	0.2523
0.076	-32.502	-45264	3493	-0.96224	-0.099747	0.25191
0.078	-32.506	-45259	3495.2	-0.96409	-0.099454	0.25152
0.08	-32.499	-45256	3497.2	-0.96595	-0.099162	0.25112
0.082	-32.497	-45254	3499.1	-0.9678	-0.098869	0.25073
