t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	87.305	-31711	1706.8	-0.32042	-0.11702	0.93101
0.002	87.316	-31713	1706.8	-0.31905	-0.1178	0.93081
0.004	87.327	-31716	1706.8	-0.31769	-0.11858	0.93062
0.006	87.333	-31718	1706.8	-0.31632	-0.11936	0.93042
0.008	87.332	-31721	1706.8	-0.31496	-0.12015	0.93023
0.01	87.326	-31723	1706.8	-0.31359	-0.12093	0.93003
0.012	87.316	-31723	1706.8	-0.31222	-0.12171	0.92984
0.014	87.307	-31724	1706.8	-0.31086	-0.12249	0.92964
0.016	87.299	-31728	1706.7	-0.31144	-0.12141	0.92886
0.018	87.298	-31733	1706.7	-0.31203	-0.12034	0.92808
0.02	87.31	-31739	1706.7	-0.31261	-0.11927	0.9273
0.022	87.313	-31744	1706.7	-0.3132	-0.11819	0.92652
0.024	87.306	-31745	1706.7	-0.31378	-0.11712	0.92574
0.026	87.3	-31745	1706.6	-0.31456	-0.11683	0.92583
0.028	87.297	-31745	1706.6	-0.31535	-0.11653	0.92593
0.03	87.287	-31745	1706.5	-0.31613	-0.11624	0.92603
0.032	87.277	-31747	1706.5	-0.31691	-0.11595	0.92613
0.034	87.276	-31749	1706.5	-0.31769	-0.11566	0.92622
0.036	87.283	-31752	1706.5	-0.3174	-0.11644	0.9272
0.038	87.293	-31756	1706.5	-0.3171	-0.11722	0.92818
0.04	87.293	-31758	1706.5	-0.31681	-0.118	0.92915
0.042	87.293	-31760	1706.5	-0.31652	-0.11878	0.93013
0.044	87.287	-31761	1706.5	-0.31622	-0.11956	0.9311
0.046	87.286	-31762	1706.5	-0.31769	-0.12015	0.9313
0.048	87.274	-31763	1706.5	-0.31915	-0.12073	0.93149
0.05	87.262	-31763	1706.5	-0.32062	-0.12132	0.93169
0.052	87.268	-31764	1706.5	-0.32208	-0.1219	0.93188
0.054	87.278	-31764	1706.5	-0.32354	-0.12249	0.93208
0.056	87.281	-31767	1706.4	-0.32228	-0.12259	0.93198
0.058	87.278	-31770	1706.4	-0.32101	-0.12268	0.93188
0.06	87.277	-31772	1706.3	-0.31974	-0.12278	0.93179
0.062	87.279	-31774	1706.3	-0.31847	-0.12288	0.93169
0.064	87.273	-31774	1706.3	-0.3172	-0.12298	0.93159
0.066	87.265	-31775	1706.3	-0.31827	-0.12337	0.9311
0.068	87.265	-31778	1706.3	-0.31935	-0.12376	0.93062
0.07	87.27	-31780	1706.3	-0.32042	-0.12415	0.93013
0.072	87.273	-31787	1706.3	-0.32149	-0.12454	0.92964
0.074	87.273	-31793	1706.3	-0.32257	-0.12493	0.92915
0.076	87.272	-31795	1706.3	-0.32237	-0.12415	0.92974
0.078	87.27	-31797	1706.3	-0.32218	-0.12337	0.93032
0.08	87.263	-31797	1706.3	-0.32198	-0.12259	0.93091
0.082	87.252	-31798	1706.3	-0.32179	-0.1218	0.93149
0.084	87.246	-31798	1706.2	-0.32159	-0.12102	0.93208
0.086	87.252	-31799	1706.3	-0.32081	-0.12132	0.93149
0.088	87.259	-31801	1706.3	-0.32003	-0.12161	0.93091
0.09	87.265	-31803	1706.3	-0.31925	-0.1219	0.93032
0.092	87.261	-31805	1706.2	-0.31847	-0.1222	0.92974
0.094	87.256	-31807	1706.2	-0.31769	-0.12249	0.92915
0.096	87.254	-31807	1706.1	-0.317	-0.12141	0.92808
0.098	87.246	-31807	1706.1	-0.31632	-0.12034	0.927
0.1	87.239	-31811	1706.1	-0.31564	-0.11927	0.92593
0.102	87.24	-31816	1706.1	-0.31496	-0.11819	0.92486
0.104	87.247	-31821	1706	-0.31427	-0.11712	0.92378
0.106	87.251	-31825	1706	-0.31574	-0.11732	0.92398
0.108	87.246	-31824	1705.9	-0.3172	-0.11751	0.92417
0.11	87.241	-31824	1705.9	-0.31866	-0.11771	0.92437
0.112	87.234	-31824	1705.9	-0.32013	-0.1179	0.92456
0.114	87.228	-31825	1705.8	-0.32159	-0.1181	0.92476
0.116	87.22	-31834	1705.8	-0.32003	-0.11888	0.92593
0.118	87.217	-31843	1705.7	-0.31847	-0.11966	0.9271
0.12	87.221	-31846	1705.7	-0.31691	-0.12044	0.92827
0.122	87.226	-31849	1705.6	-0.31535	-0.12122	0.92944
0.124	87.228	-31851	1705.6	-0.31378	-0.122	0.93062
0.126	87.222	-31852	1705.5	-0.31515	-0.12102	0.9314
0.128	87.214	-31849	1705.5	-0.31652	-0.12005	0.93218
0.13	87.21	-31845	1705.5	-0.31788	-0.11907	0.93296
0.132	87.202	-31848	1705.4	-0.31925	-0.1181	0.93374
0.134	87.192	-31851	1705.4	-0.32062	-0.11712	0.93452
0.136	87.197	-31855	1705.4	-0.32159	-0.11897	0.93413
0.138	87.202	-31859	1705.3	-0.32257	-0.12083	0.93374
0.14	87.2	-31861	1705.3	-0.32354	-0.12268	0.93335
0.142	87.196	-31864	1705.2	-0.32452	-0.12454	0.93296
0.144	87.189	-31866	1705.2	-0.3255	-0.12639	0.93257
0.146	87.182	-31869	1705.1	-0.32452	-0.12542	0.93325
0.148	87.172	-31869	1705.1	-0.32354	-0.12444	0.93393
0.15	87.164	-31869	1705	-0.32257	-0.12346	0.93462
0.152	87.16	-31869	1705	-0.32159	-0.12249	0.9353
0.154	87.165	-31869	1705	-0.32062	-0.12151	0.93598
0.156	87.17	-31871	1705	-0.32081	-0.1219	0.93618
0.158	87.17	-31874	1705	-0.32101	-0.12229	0.93637
0.16	87.167	-31879	1705.1	-0.3212	-0.12268	0.93657
0.162	87.161	-31884	1705.1	-0.3214	-0.12307	0.93676
0.164	87.149	-31880	1705.1	-0.32159	-0.12346	0.93696
0.166	87.14	-31877	1705.1	-0.32188	-0.12288	0.93647
