t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	89.616	-27385	2298	-0.37381	0.8052	0.4353
0.002	89.638	-27385	2297.9	-0.37332	0.80579	0.43559
0.004	89.653	-27384	2297.9	-0.37283	0.80637	0.43588
0.006	89.654	-27386	2297.8	-0.37234	0.80696	0.43617
0.008	89.652	-27389	2297.7	-0.37186	0.80754	0.43647
0.01	89.645	-27394	2297.6	-0.37137	0.80813	0.43676
0.012	89.645	-27400	2297.5	-0.37127	0.80744	0.43686
0.014	89.647	-27399	2297.4	-0.37117	0.80676	0.43696
0.016	89.645	-27398	2297.3	-0.37108	0.80608	0.43705
0.018	89.646	-27391	2297.2	-0.37098	0.8054	0.43715
0.02	89.646	-27384	2297.1	-0.37088	0.80471	0.43725
0.022	89.647	-27392	2297	-0.37098	0.8054	0.43735
0.024	89.646	-27401	2297	-0.37108	0.80608	0.43744
0.026	89.643	-27402	2296.9	-0.37117	0.80676	0.43754
0.028	89.642	-27404	2296.8	-0.37127	0.80744	0.43764
0.03	89.642	-27400	2296.8	-0.37137	0.80813	0.43774
0.032	89.645	-27396	2296.7	-0.37147	0.80784	0.43783
0.034	89.651	-27402	2296.6	-0.37156	0.80754	0.43793
0.036	89.654	-27408	2296.5	-0.37166	0.80725	0.43803
0.038	89.652	-27405	2296.5	-0.37176	0.80696	0.43813
0.04	89.646	-27401	2296.4	-0.37186	0.80666	0.43822
0.042	89.648	-27399	2296.4	-0.37039	0.80784	0.4394
0.044	89.652	-27397	2296.3	-0.36893	0.80901	0.44057
0.046	89.654	-27397	2296.3	-0.36746	0.81018	0.44174
0.048	89.659	-27396	2296.2	-0.366	0.81135	0.44291
0.05	89.669	-27397	2296.2	-0.36454	0.81252	0.44408
0.052	89.666	-27398	2296.1	-0.36424	0.81252	0.4434
0.054	89.661	-27400	2296	-0.36395	0.81252	0.44271
0.056	89.656	-27401	2296	-0.36366	0.81252	0.44203
0.058	89.656	-27402	2296	-0.36336	0.81252	0.44135
0.06	89.655	-27404	2295.9	-0.36307	0.81252	0.44066
0.062	89.659	-27404	2295.9	-0.36307	0.81203	0.43998
0.064	89.662	-27403	2295.9	-0.36307	0.81154	0.4393
0.066	89.663	-27402	2295.8	-0.36307	0.81106	0.43861
0.068	89.677	-27401	2295.8	-0.36307	0.81057	0.43793
0.07	89.68	-27401	2295.7	-0.36307	0.81008	0.43725
0.072	89.676	-27402	2295.7	-0.36288	0.81057	0.43842
