t	ekg	optical	pressure	accel_x	accel_y	accel_z
5.6843e-14	21.459	-38436	2148.6	-0.11761	-0.244	0.95258
0.002	21.47	-38435	2148.6	-0.11771	-0.24351	0.95199
0.004	21.45	-38434	2148.6	-0.1178	-0.24302	0.9514
0.006	21.404	-38433	2148.6	-0.1179	-0.24254	0.95082
0.008	21.379	-38433	2148.6	-0.118	-0.24205	0.95023
0.01	21.376	-38435	2148.6	-0.1181	-0.24156	0.94965
0.012	21.379	-38434	2148.6	-0.11771	-0.24176	0.95014
0.014	21.393	-38431	2148.6	-0.11732	-0.24195	0.95062
0.016	21.429	-38429	2148.5	-0.11692	-0.24215	0.95111
0.018	21.474	-38426	2148.5	-0.11653	-0.24234	0.9516
0.02	21.47	-38428	2148.4	-0.11614	-0.24254	0.95209
0.022	21.423	-38435	2148.4	-0.11634	-0.24273	0.95121
0.024	21.436	-38441	2148.5	-0.11653	-0.24293	0.95033
0.026	21.475	-38446	2148.4	-0.11673	-0.24312	0.94945
0.028	21.44	-38449	2148.3	-0.11692	-0.24332	0.94857
0.03	21.401	-38450	2148.2	-0.11712	-0.24351	0.9477
0.032	21.414	-38450	2148.2	-0.11575	-0.24312	0.94731
0.034	21.449	-38447	2148.2	-0.11439	-0.24273	0.94692
0.036	21.47	-38447	2148.2	-0.11302	-0.24234	0.94652
0.038	21.453	-38447	2148.2	-0.11165	-0.24195	0.94613
0.04	21.426	-38448	2148.2	-0.11029	-0.24156	0.94574
0.042	21.394	-38448	2148.2	-0.11068	-0.24146	0.94643
0.044	21.373	-38451	2148.2	-0.11107	-0.24136	0.94711
0.046	21.407	-38456	2148.1	-0.11146	-0.24127	0.94779
0.048	21.424	-38458	2148.1	-0.11185	-0.24117	0.94848
0.05	21.439	-38457	2148	-0.11224	-0.24107	0.94916
0.052	21.466	-38455	2148	-0.11214	-0.24136	0.94896
0.054	21.502	-38453	2147.9	-0.11204	-0.24166	0.94877
0.056	21.424	-38454	2147.9	-0.11195	-0.24195	0.94857
0.058	21.409	-38459	2147.9	-0.11185	-0.24224	0.94838
0.06	21.413	-38464	2147.8	-0.11175	-0.24254	0.94818
0.062	21.381	-38469	2147.8	-0.11361	-0.24361	0.94848
0.064	21.37	-38470	2147.7	-0.11546	-0.24468	0.94877
0.066	21.348	-38466	2147.7	-0.11732	-0.24576	0.94906
0.068	21.361	-38463	2147.6	-0.11917	-0.24683	0.94936
0.07	21.353	-38461	2147.5	-0.12102	-0.2479	0.94965
0.072	21.382	-38461	2147.5	-0.12112	-0.2479	0.94965
0.074	21.414	-38463	2147.4	-0.12122	-0.2479	0.94965
0.076	21.452	-38466	2147.4	-0.12132	-0.2479	0.94965
0.078	21.379	-38470	2147.4	-0.12141	-0.2479	0.94965
0.08	21.327	-38472	2147.4	-0.12151	-0.2479	0.94965
0.082	21.307	-38473	2147.4	-0.11829	-0.2479	0.94809
0.084	21.322	-38474	2147.5	-0.11507	-0.2479	0.94652
0.086	21.379	-38474	2147.5	-0.11185	-0.2479	0.94496
0.088	21.415	-38474	2147.5	-0.10863	-0.2479	0.9434
0.09	21.394	-38475	2147.5	-0.10541	-0.2479	0.94184
0.092	21.364	-38475	2147.5	-0.10697	-0.24742	0.94233
0.094	21.388	-38474	2147.5	-0.10853	-0.24693	0.94282
0.096	21.395	-38475	2147.6	-0.11009	-0.24644	0.9433
0.098	21.378	-38477	2147.6	-0.11165	-0.24595	0.94379
0.1	21.391	-38479	2147.6	-0.11322	-0.24546	0.94428
0.102	21.426	-38480	2147.6	-0.11341	-0.24468	0.94584
0.104	21.434	-38481	2147.6	-0.11361	-0.2439	0.9474
0.106	21.406	-38481	2147.6	-0.1138	-0.24312	0.94896
0.108	21.396	-38484	2147.6	-0.114	-0.24234	0.95053
0.11	21.405	-38489	2147.6	-0.11419	-0.24156	0.95209
0.112	21.368	-38492	2147.6	-0.11468	-0.24185	0.95199
0.114	21.296	-38491	2147.7	-0.11517	-0.24215	0.95189
