t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	77.929	-30344	2848	0.11224	-0.066856	0.97502
0.002	77.991	-30338	2847.4	0.11312	-0.066075	0.97502
0.004	78.099	-30331	2846.8	0.114	-0.065294	0.97502
0.006	78.034	-30329	2846.3	0.11488	-0.064514	0.97502
0.008	77.993	-30326	2845.7	0.11575	-0.063733	0.97502
0.01	78.001	-30323	2845.2	0.11663	-0.062952	0.97502
0.012	77.922	-30320	2844.6	0.11634	-0.06305	0.97434
0.014	77.956	-30320	2844	0.11605	-0.063147	0.97366
0.016	78.041	-30319	2843.5	0.11575	-0.063245	0.97297
0.018	77.973	-30318	2843	0.11546	-0.063342	0.97229
0.02	77.945	-30317	2842.5	0.11517	-0.06344	0.97161
0.022	78.002	-30319	2842	0.11468	-0.064416	0.97219
0.024	78.055	-30321	2841.4	0.11419	-0.065392	0.97278
0.026	78.046	-30319	2840.9	0.1137	-0.066368	0.97336
0.028	78.052	-30317	2840.4	0.11322	-0.067344	0.97395
0.03	78.095	-30316	2839.9	0.11273	-0.06832	0.97454
0.032	78.09	-30315	2839.3	0.11312	-0.068222	0.97424
0.034	78.07	-30307	2838.8	0.11351	-0.068125	0.97395
0.036	77.997	-30299	2838.3	0.1139	-0.068027	0.97366
0.038	77.959	-30299	2837.8	0.11429	-0.06793	0.97336
0.04	77.96	-30298	2837.3	0.11468	-0.067832	0.97307
0.042	77.977	-30296	2836.8	0.11527	-0.066661	0.97366
0.044	78.003	-30294	2836.3	0.11585	-0.06549	0.97424
0.046	78.025	-30297	2835.8	0.11644	-0.064318	0.97483
0.048	78.038	-30299	2835.3	0.11702	-0.063147	0.97541
0.05	78.007	-30302	2834.9	0.11761	-0.061976	0.976
0.052	77.977	-30305	2834.3	0.11644	-0.062562	0.9761
0.054	78	-30303	2833.8	0.11527	-0.063147	0.9762
0.056	78.022	-30302	2833.3	0.11409	-0.063733	0.97629
0.058	77.969	-30302	2832.8	0.11292	-0.064318	0.97639
0.06	77.927	-30302	2832.3	0.11175	-0.064904	0.97649
0.062	77.974	-30303	2831.8	0.11156	-0.065002	0.97639
0.064	78.01	-30304	2831.3	0.11136	-0.065099	0.97629
0.066	77.998	-30305	2830.8	0.11117	-0.065197	0.9762
0.068	77.952	-30306	2830.3	0.11097	-0.065294	0.9761
0.07	77.894	-30298	2829.8	0.11078	-0.065392	0.976
0.072	77.866	-30290	2829.3	0.11136	-0.064904	0.97649
0.074	77.961	-30291	2828.8	0.11195	-0.064416	0.97698
0.076	78.025	-30291	2828.4	0.11253	-0.063928	0.97746
0.078	77.99	-30293	2828	0.11312	-0.06344	0.97795
0.08	77.957	-30295	2827.6	0.1137	-0.062952	0.97844
0.082	77.979	-30294	2827.3	0.11458	-0.062757	0.97805
0.084	78.03	-30292	2827	0.11546	-0.062562	0.97766
0.086	77.996	-30283	2826.8	0.11634	-0.062366	0.97727
0.088	77.962	-30274	2826.6	0.11722	-0.062171	0.97688
0.09	77.997	-30283	2826.3	0.1181	-0.061976	0.97649
0.092	78.035	-30292	2826.2	0.11761	-0.062562	0.97659
0.094	78.049	-30292	2826	0.11712	-0.063147	0.97668
0.096	77.986	-30293	2825.9	0.11663	-0.063733	0.97678
0.098	78.041	-30292	2825.8	0.11614	-0.064318	0.97688
0.1	78.095	-30291	2825.7	0.11566	-0.064904	0.97698
0.102	78.08	-30298	2825.7	0.11614	-0.065294	0.97707
0.104	77.991	-30304	2825.7	0.11663	-0.065685	0.97717
0.106	77.917	-30302	2825.7	0.11712	-0.066075	0.97727
0.108	77.963	-30299	2825.8	0.11761	-0.066466	0.97737
0.11	78.006	-30295	2825.9	0.1181	-0.066856	0.97746
0.112	78.048	-30291	2826	0.11702	-0.067149	0.97776
0.114	78.087	-30285	2826	0.11595	-0.067442	0.97805
0.116	78.09	-30279	2826.1	0.11488	-0.067734	0.97834
0.118	78.058	-30290	2826.3	0.1138	-0.068027	0.97864
0.12	78.023	-30302	2826.4	0.11273	-0.06832	0.97893
0.122	78.026	-30301	2826.6	0.11341	-0.067149	0.97961
0.124	77.994	-30301	2826.9	0.11409	-0.065978	0.98029
0.126	77.943	-30295	2827.1	0.11478	-0.064806	0.98098
0.128	77.956	-30289	2827.5	0.11546	-0.063635	0.98166
0.13	78.001	-30293	2827.8	0.11614	-0.062464	0.98234
0.132	77.975	-30297	2828	0.11634	-0.062854	0.98127
0.134	77.95	-30298	2828.3	0.11653	-0.063245	0.9802
0.136	77.975	-30300	2828.6	0.11673	-0.063635	0.97912
