t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	15.865	-37577	2314.4	-0.000488	0.30754	0.94623
0.002	15.863	-37580	2314.4	-0.000488	0.30773	0.94721
0.004	15.803	-37584	2314.3	-0.000488	0.30793	0.94818
0.006	15.752	-37585	2314.2	-0.000488	0.30812	0.94916
0.008	15.757	-37586	2314.2	-0.000488	0.30832	0.95014
0.01	15.826	-37585	2314.1	-0.000488	0.30851	0.95111
0.012	15.903	-37584	2313.9	-0.000488	0.30871	0.95209
0.014	15.965	-37586	2313.8	-0.000488	0.3089	0.95306
0.016	16.014	-37589	2313.7	-0.0005856	0.30881	0.95345
0.018	16.005	-37591	2313.6	-0.0006832	0.30871	0.95384
0.02	15.97	-37593	2313.5	-0.0007808	0.30861	0.95424
0.022	15.965	-37592	2313.4	-0.0008784	0.30851	0.95463
0.024	15.986	-37591	2313.3	-0.000976	0.30842	0.95502
0.026	15.949	-37593	2313.2	-0.0002928	0.30842	0.95404
0.028	15.921	-37596	2313.1	0.0003904	0.30842	0.95306
0.03	15.892	-37594	2313	0.0010736	0.30842	0.95209
0.032	15.881	-37593	2313	0.0017568	0.30842	0.95111
0.034	15.917	-37593	2313	0.00244	0.30842	0.95014
0.036	15.916	-37592	2313	0.001952	0.309	0.95062
0.038	15.893	-37594	2313	0.001464	0.30959	0.95111
0.04	15.945	-37596	2313	0.000976	0.31017	0.9516
0.042	15.936	-37594	2313.1	0.000488	0.31076	0.95209
0.044	15.902	-37592	2313.2	1.1096e-13	0.31134	0.95258
0.046	15.868	-37599	2313.3	0.0005856	0.31047	0.95248
0.048	15.87	-37606	2313.4	0.0011712	0.30959	0.95238
0.05	15.88	-37606	2313.4	0.0017568	0.30871	0.95228
0.052	15.882	-37606	2313.5	0.0023424	0.30783	0.95219
0.054	15.84	-37603	2313.6	0.002928	0.30695	0.95209
0.056	15.816	-37600	2313.7	0.0031232	0.30646	0.95287
0.058	15.944	-37599	2313.7	0.0033184	0.30598	0.95365
0.06	16.03	-37599	2313.8	0.0035136	0.30549	0.95443
0.062	16.033	-37603	2313.8	0.0037088	0.305	0.95521
0.064	16.016	-37607	2313.9	0.003904	0.30451	0.95599
0.066	16.034	-37608	2313.9	0.0049776	0.30646	0.95746
0.068	15.997	-37610	2313.9	0.0060512	0.30842	0.95892
0.07	15.894	-37616	2313.9	0.0071248	0.31037	0.96038
0.072	15.794	-37621	2313.8	0.0081984	0.31232	0.96185
0.074	15.719	-37621	2313.8	0.009272	0.31427	0.96331
0.076	15.71	-37621	2313.7	0.009272	0.31349	0.96224
0.078	15.714	-37621	2313.6	0.009272	0.31271	0.96116
0.08	15.666	-37620	2313.4	0.009272	0.31193	0.96009
0.082	15.689	-37624	2313.3	0.009272	0.31115	0.95902
0.084	15.727	-37628	2313.2	0.009272	0.31037	0.95794
0.086	15.714	-37630	2313	0.0089792	0.31076	0.95843
0.088	15.702	-37633	2312.8	0.0086864	0.31115	0.95892
0.09	15.694	-37628	2312.7	0.0083936	0.31154	0.95941
0.092	15.726	-37624	2312.5	0.0081008	0.31193	0.9599
0.094	15.806	-37623	2312.4	0.007808	0.31232	0.96038
0.096	15.841	-37622	2312.2	0.0081984	0.31212	0.95921
0.098	15.846	-37627	2312.1	0.0085888	0.31193	0.95804
0.1	15.845	-37632	2311.9	0.0089792	0.31173	0.95687
0.102	15.811	-37633	2311.8	0.0093696	0.31154	0.9557
0.104	15.852	-37634	2311.7	0.00976	0.31134	0.95453
0.106	15.959	-37630	2311.5	0.008296	0.31095	0.9557
0.108	16.027	-37627	2311.4	0.006832	0.31056	0.95687
0.11	15.998	-37627	2311.3	0.005368	0.31017	0.95804
0.112	15.962	-37627	2311.2	0.003904	0.30978	0.95921
0.114	15.959	-37632	2311.1	0.00244	0.30939	0.96038
0.116	15.956	-37637	2311.1	0.0037088	0.30998	0.96048
0.118	15.921	-37638	2311.1	0.0049776	0.31056	0.96058
0.12	15.911	-37638	2311.1	0.0062464	0.31115	0.96068
0.122	15.931	-37641	2311.1	0.0075152	0.31173	0.96077
0.124	15.942	-37644	2311.1	0.008784	0.31232	0.96087
0.126	15.938	-37640	2311.1	0.0093696	0.31173	0.96029
0.128	15.917	-37637	2311.1	0.0099552	0.31115	0.9597
0.13	15.901	-37635	2311.1	0.010541	0.31056	0.95912
0.132	15.881	-37632	2311.1	0.011126	0.30998	0.95853
0.134	15.829	-37637	2311	0.011712	0.30939	0.95794
0.136	15.817	-37643	2311	0.011322	0.31027	0.95794
0.138	15.871	-37644	2311	0.010931	0.31115	0.95794
0.14	15.896	-37645	2311	0.010541	0.31203	0.95794
0.142	15.923	-37644	2311	0.01015	0.31291	0.95794
0.144	15.902	-37643	2311	0.00976	0.31378	0.95794
0.146	15.893	-37648	2310.9	0.0093696	0.3131	0.95765
0.148	15.921	-37652	2310.8	0.0089792	0.31242	0.95736
0.15	15.968	-37651	2310.7	0.0085888	0.31173	0.95707
