t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-1.7908	-31826	2586.7	-0.66173	-0.57584	0.4841
0.002	-1.8342	-31829	2586.5	-0.66075	-0.57574	0.48546
0.004	-1.8992	-31832	2586.3	-0.65978	-0.57564	0.48683
0.006	-1.9422	-31836	2586.2	-0.6588	-0.57555	0.4882
0.008	-1.9626	-31835	2586.1	-0.65782	-0.57545	0.48956
0.01	-1.9203	-31834	2586	-0.65685	-0.57535	0.49093
0.012	-1.8597	-31823	2585.8	-0.65695	-0.57574	0.49005
0.014	-1.7994	-31813	2585.6	-0.65704	-0.57613	0.48917
0.016	-1.787	-31817	2585.5	-0.65714	-0.57652	0.48829
0.018	-1.8238	-31821	2585.3	-0.65724	-0.57691	0.48741
0.02	-1.8721	-31814	2585.1	-0.65734	-0.5773	0.48654
0.022	-1.9234	-31807	2585	-0.65636	-0.57769	0.48683
0.024	-1.9502	-31812	2584.8	-0.65538	-0.57808	0.48712
0.026	-1.9353	-31817	2584.7	-0.65441	-0.57848	0.48741
0.028	-1.8909	-31822	2584.6	-0.65343	-0.57887	0.48771
0.03	-1.8413	-31827	2584.5	-0.65246	-0.57926	0.488
0.032	-1.7975	-31822	2584.4	-0.65314	-0.57848	0.4878
0.034	-1.7903	-31818	2584.3	-0.65382	-0.57769	0.48761
0.036	-1.8395	-31821	2584.2	-0.65451	-0.57691	0.48741
0.038	-1.9183	-31825	2584.2	-0.65519	-0.57613	0.48722
0.04	-1.9586	-31818	2584.1	-0.65587	-0.57535	0.48702
0.042	-1.9439	-31812	2584.2	-0.65577	-0.57535	0.48722
0.044	-1.9014	-31810	2584.2	-0.65568	-0.57535	0.48741
0.046	-1.8527	-31808	2584.2	-0.65558	-0.57535	0.48761
0.048	-1.8072	-31811	2584.4	-0.65548	-0.57535	0.4878
0.05	-1.7954	-31813	2584.5	-0.65538	-0.57535	0.488
0.052	-1.8345	-31813	2584.6	-0.65782	-0.57633	0.48702
0.054	-1.8921	-31814	2584.7	-0.66026	-0.5773	0.48605
0.056	-1.938	-31812	2584.8	-0.6627	-0.57828	0.48507
0.058	-1.9493	-31811	2584.9	-0.66514	-0.57926	0.4841
0.06	-1.9208	-31817	2585	-0.66758	-0.58023	0.48312
0.062	-1.8761	-31822	2585	-0.66836	-0.58072	0.48205
0.064	-1.8314	-31818	2585.1	-0.66915	-0.58121	0.48097
0.066	-1.8171	-31814	2585.2	-0.66993	-0.5817	0.4799
0.068	-1.8419	-31811	2585.3	-0.67071	-0.58218	0.47883
0.07	-1.8913	-31809	2585.4	-0.67149	-0.58267	0.47775
0.072	-1.9449	-31814	2585.5	-0.67061	-0.58277	0.47795
0.074	-1.9715	-31819	2585.6	-0.66973	-0.58287	0.47814
0.076	-1.9405	-31817	2585.6	-0.66885	-0.58296	0.47834
0.078	-1.8717	-31816	2585.7	-0.66797	-0.58306	0.47853
0.08	-1.8255	-31814	2585.8	-0.6671	-0.58316	0.47873
0.082	-1.8044	-31812	2585.9	-0.66739	-0.58296	0.47883
0.084	-1.8185	-31814	2585.9	-0.66768	-0.58277	0.47892
0.086	-1.8599	-31816	2586	-0.66797	-0.58257	0.47902
0.088	-1.9105	-31818	2586.1	-0.66827	-0.58238	0.47912
0.09	-1.9558	-31819	2586.2	-0.66856	-0.58218	0.47922
0.092	-1.9542	-31819	2586.3	-0.66827	-0.5817	0.48019
0.094	-1.9021	-31818	2586.4	-0.66797	-0.58121	0.48117
0.096	-1.8412	-31819	2586.6	-0.66768	-0.58072	0.48214
0.098	-1.8008	-31820	2586.7	-0.66739	-0.58023	0.48312
0.1	-1.802	-31819	2586.8	-0.6671	-0.57974	0.4841
0.102	-1.8499	-31818	2586.9	-0.66661	-0.58023	0.48312
0.104	-1.9119	-31817	2587	-0.66612	-0.58072	0.48214
0.106	-1.9562	-31816	2587.1	-0.66563	-0.58121	0.48117
0.108	-1.9662	-31809	2587.2	-0.66514	-0.5817	0.48019
0.11	-1.9328	-31803	2587.3	-0.66466	-0.58218	0.47922
0.112	-1.8745	-31802	2587.5	-0.66505	-0.58199	0.47902
0.114	-1.8189	-31801	2587.6	-0.66544	-0.58179	0.47883
0.116	-1.8067	-31804	2587.8	-0.66583	-0.5816	0.47863
0.118	-1.8416	-31808	2588	-0.66622	-0.5814	0.47844
0.12	-1.8913	-31814	2588.2	-0.66661	-0.58121	0.47824
0.122	-1.9293	-31820	2588.3	-0.66661	-0.58189	0.47824
0.124	-1.9475	-31817	2588.5	-0.66661	-0.58257	0.47824
0.126	-1.9394	-31814	2588.6	-0.66661	-0.58326	0.47824
0.128	-1.8997	-31816	2588.8	-0.66661	-0.58394	0.47824
0.13	-1.8524	-31818	2588.9	-0.66661	-0.58462	0.47824
0.132	-1.8233	-31813	2589	-0.66651	-0.58355	0.47922
0.134	-1.8338	-31809	2589.2	-0.66641	-0.58248	0.48019
0.136	-1.8789	-31805	2589.3	-0.66632	-0.5814	0.48117
0.138	-1.9295	-31801	2589.5	-0.66622	-0.58033	0.48214
0.14	-1.9679	-31801	2589.7	-0.66612	-0.57926	0.48312
0.142	-1.9681	-31802	2589.9	-0.66632	-0.57974	0.48273
0.144	-1.9226	-31800	2590.1	-0.66651	-0.58023	0.48234
0.146	-1.8599	-31798	2590.2	-0.66671	-0.58072	0.48195
0.148	-1.8064	-31800	2590.3	-0.6669	-0.58121	0.48156
0.15	-1.7973	-31802	2590.3	-0.6671	-0.5817	0.48117
0.152	-1.8349	-31800	2590.4	-0.66729	-0.58101	0.48214
0.154	-1.8908	-31799	2590.4	-0.66749	-0.58033	0.48312
0.156	-1.9492	-31800	2590.5	-0.66768	-0.57965	0.4841
0.158	-1.9678	-31801	2590.5	-0.66788	-0.57896	0.48507
0.16	-1.9391	-31800	2590.6	-0.66807	-0.57828	0.48605
0.162	-1.8831	-31798	2590.5	-0.667	-0.5774	0.48615
0.164	-1.8334	-31798	2590.5	-0.66592	-0.57652	0.48624
0.166	-1.8135	-31798	2590.5	-0.66485	-0.57564	0.48634
0.168	-1.837	-31798	2590.4	-0.66378	-0.57477	0.48644
0.17	-1.8839	-31797	2590.3	-0.6627	-0.57389	0.48654
0.172	-1.9181	-31795	2590.2	-0.66319	-0.57399	0.48624
0.174	-1.9555	-31792	2590.2	-0.66368	-0.57408	0.48595
0.176	-1.9448	-31796	2590.1	-0.66417	-0.57418	0.48566
0.178	-1.881	-31799	2590.1	-0.66466	-0.57428	0.48536
0.18	-1.8288	-31795	2590	-0.66514	-0.57438	0.48507
0.182	-1.7794	-31791	2590	-0.66388	-0.57506	0.48497
0.184	-1.7798	-31792	2589.9	-0.66261	-0.57574	0.48488
0.186	-1.8662	-31794	2589.9	-0.66134	-0.57643	0.48478
0.188	-1.9442	-31793	2589.9	-0.66007	-0.57711	0.48468
0.19	-1.9757	-31791	2589.9	-0.6588	-0.57779	0.48458
0.192	-1.9681	-31790	2589.9	-0.66065	-0.57906	0.48351
0.194	-1.9196	-31789	2589.9	-0.66251	-0.58033	0.48244
0.196	-1.8616	-31789	2589.9	-0.66436	-0.5816	0.48136
0.198	-1.8116	-31788	2589.8	-0.66622	-0.58287	0.48029
0.2	-1.8125	-31786	2589.8	-0.66807	-0.58414	0.47922
0.202	-1.8536	-31783	2589.8	-0.66788	-0.58443	0.47951
0.204	-1.8964	-31783	2589.9	-0.66768	-0.58472	0.4798
0.206	-1.9399	-31783	2589.9	-0.66749	-0.58501	0.48009
0.208	-1.9661	-31784	2589.9	-0.66729	-0.58531	0.48039
0.21	-1.9379	-31785	2589.9	-0.6671	-0.5856	0.48068
0.212	-1.8824	-31787	2589.9	-0.66758	-0.58511	0.48009
0.214	-1.8418	-31789	2589.9	-0.66807	-0.58462	0.47951
0.216	-1.8308	-31789	2589.9	-0.66856	-0.58414	0.47892
0.218	-1.8576	-31789	2589.9	-0.66905	-0.58365	0.47834
0.22	-1.9067	-31789	2589.9	-0.66954	-0.58316	0.47775
0.222	-1.9487	-31789	2589.9	-0.66876	-0.58306	0.47922
0.224	-1.9631	-31795	2589.9	-0.66797	-0.58296	0.48068
0.226	-1.9342	-31802	2589.8	-0.66719	-0.58287	0.48214
0.228	-1.8691	-31800	2589.8	-0.66641	-0.58277	0.48361
0.23	-1.8039	-31799	2589.8	-0.66563	-0.58267	0.48507
0.232	-1.7721	-31794	2589.6	-0.66641	-0.58228	0.48497
0.234	-1.7766	-31789	2589.5	-0.66719	-0.58189	0.48488
0.236	-1.8184	-31791	2589.4	-0.66797	-0.5815	0.48478
0.238	-1.8929	-31794	2589.3	-0.66876	-0.58111	0.48468
0.24	-1.9488	-31793	2589.2	-0.66954	-0.58072	0.48458
0.242	-1.9543	-31792	2589.1	-0.66778	-0.58013	0.48527
0.244	-1.9151	-31791	2589	-0.66602	-0.57955	0.48595
0.246	-1.8631	-31789	2588.9	-0.66427	-0.57896	0.48663
0.248	-1.8166	-31794	2588.8	-0.66251	-0.57838	0.48732
0.25	-1.8044	-31798	2588.7	-0.66075	-0.57779	0.488
