t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-49.031	-8.6402e+05	2662.3	-0.28938	-0.14152	0.94135
0.002	-49.056	-8.6402e+05	2662.2	-0.28948	-0.14201	0.94194
0.004	-49.029	-8.6402e+05	2662.1	-0.28958	-0.1425	0.94252
0.006	-48.972	-8.6402e+05	2662	-0.28968	-0.14298	0.94311
0.008	-48.963	-8.6402e+05	2661.9	-0.28977	-0.14347	0.94369
0.01	-48.991	-8.6402e+05	2661.8	-0.28987	-0.14396	0.94428
0.012	-49.02	-8.6403e+05	2661.8	-0.29007	-0.14386	0.9435
0.014	-49.024	-8.6403e+05	2661.8	-0.29026	-0.14376	0.94272
0.016	-49.005	-8.6404e+05	2661.8	-0.29046	-0.14367	0.94194
0.018	-49.024	-8.6404e+05	2661.7	-0.29065	-0.14357	0.94116
0.02	-49.041	-8.6405e+05	2661.6	-0.29085	-0.14347	0.94038
0.022	-49.02	-8.6405e+05	2661.6	-0.29036	-0.14289	0.94106
0.024	-49.001	-8.6405e+05	2661.5	-0.28987	-0.1423	0.94174
0.026	-49.013	-8.6405e+05	2661.5	-0.28938	-0.14172	0.94243
0.028	-49.01	-8.6406e+05	2661.4	-0.2889	-0.14113	0.94311
0.03	-49.029	-8.6405e+05	2661.3	-0.28841	-0.14054	0.94379
0.032	-49.03	-8.6405e+05	2661.3	-0.2888	-0.14025	0.94438
0.034	-49.037	-8.6406e+05	2661.2	-0.28919	-0.13996	0.94496
0.036	-49.053	-8.6407e+05	2661.1	-0.28958	-0.13967	0.94555
0.038	-49.027	-8.6408e+05	2661.1	-0.28997	-0.13937	0.94613
0.04	-48.98	-8.6408e+05	2661	-0.29036	-0.13908	0.94672
0.042	-49.006	-8.6408e+05	2661	-0.28948	-0.13957	0.94594
0.044	-48.96	-8.6408e+05	2661	-0.2886	-0.14006	0.94516
0.046	-48.945	-8.6408e+05	2661	-0.28772	-0.14054	0.94438
0.048	-49.027	-8.6409e+05	2660.9	-0.28685	-0.14103	0.9436
0.05	-49.053	-8.6409e+05	2660.9	-0.28597	-0.14152	0.94282
0.052	-49.025	-8.6409e+05	2660.8	-0.28548	-0.14152	0.94291
0.054	-48.973	-8.6409e+05	2660.8	-0.28499	-0.14152	0.94301
0.056	-48.952	-8.641e+05	2660.7	-0.2845	-0.14152	0.94311
0.058	-48.985	-8.641e+05	2660.7	-0.28402	-0.14152	0.94321
0.06	-48.996	-8.641e+05	2660.7	-0.28353	-0.14152	0.9433
0.062	-49.023	-8.6411e+05	2660.6	-0.28421	-0.14181	0.94311
0.064	-49.023	-8.6412e+05	2660.6	-0.28489	-0.14211	0.94291
0.066	-49.005	-8.6412e+05	2660.6	-0.28558	-0.1424	0.94272
0.068	-49.044	-8.6413e+05	2660.6	-0.28626	-0.14269	0.94252
0.07	-49.037	-8.6412e+05	2660.5	-0.28694	-0.14298	0.94233
0.072	-49.022	-8.6412e+05	2660.5	-0.28782	-0.14367	0.94262
0.074	-49.042	-8.6413e+05	2660.4	-0.2887	-0.14435	0.94291
