t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-51.082	-8.6593e+05	3200.8	-0.32101	-0.13693	0.93667
0.002	-51.109	-8.6594e+05	3200.6	-0.3213	-0.13703	0.93706
0.004	-51.094	-8.6595e+05	3200.4	-0.32159	-0.13713	0.93745
0.006	-51.093	-8.6595e+05	3200.1	-0.32188	-0.13723	0.93784
0.008	-51.084	-8.6595e+05	3199.9	-0.32218	-0.13732	0.93823
0.01	-51.043	-8.6595e+05	3199.7	-0.32247	-0.13742	0.93862
0.012	-51.037	-8.6596e+05	3199.4	-0.32276	-0.13752	0.93901
0.014	-51.053	-8.6596e+05	3199.2	-0.32306	-0.13762	0.9394
0.016	-51.053	-8.6597e+05	3198.9	-0.32374	-0.13762	0.9395
0.018	-51.043	-8.6598e+05	3198.7	-0.32442	-0.13762	0.9396
0.02	-51.057	-8.6598e+05	3198.4	-0.32511	-0.13762	0.93969
0.022	-51.058	-8.6598e+05	3198.2	-0.32579	-0.13762	0.93979
0.024	-51.049	-8.6597e+05	3197.9	-0.32647	-0.13762	0.93989
0.026	-51.069	-8.6598e+05	3197.7	-0.32628	-0.13674	0.93862
0.028	-51.094	-8.6599e+05	3197.5	-0.32608	-0.13586	0.93735
0.03	-51.106	-8.6599e+05	3197.4	-0.32589	-0.13498	0.93608
0.032	-51.064	-8.6599e+05	3197.2	-0.32569	-0.1341	0.93481
0.034	-50.989	-8.6599e+05	3197	-0.3255	-0.13322	0.93354
0.036	-51.013	-8.66e+05	3196.8	-0.32511	-0.1341	0.93442
0.038	-51.027	-8.6599e+05	3196.5	-0.32472	-0.13498	0.9353
0.04	-51.032	-8.6599e+05	3196.3	-0.32432	-0.13586	0.93618
0.042	-51.019	-8.66e+05	3196.1	-0.32393	-0.13674	0.93706
0.044	-51.016	-8.6601e+05	3195.9	-0.32354	-0.13762	0.93794
0.046	-51.02	-8.6601e+05	3195.6	-0.32296	-0.13771	0.93862
0.048	-51.007	-8.6601e+05	3195.4	-0.32237	-0.13781	0.9393
0.05	-51.05	-8.6602e+05	3195.1	-0.32179	-0.13791	0.93999
0.052	-51.07	-8.6603e+05	3194.8	-0.3212	-0.13801	0.94067
0.054	-51.03	-8.6603e+05	3194.5	-0.32062	-0.1381	0.94135
0.056	-51.027	-8.6603e+05	3194.3	-0.31925	-0.13674	0.94145
0.058	-51.055	-8.6603e+05	3194.1	-0.31788	-0.13537	0.94155
0.06	-51.06	-8.6604e+05	3193.9	-0.31652	-0.134	0.94164
0.062	-51.054	-8.6604e+05	3193.6	-0.31515	-0.13264	0.94174
0.064	-51.061	-8.6604e+05	3193.3	-0.31378	-0.13127	0.94184
0.066	-51.072	-8.6605e+05	3193.1	-0.31574	-0.13244	0.94174
0.068	-51.079	-8.6606e+05	3192.9	-0.31769	-0.13361	0.94164
0.07	-51.083	-8.6606e+05	3192.7	-0.31964	-0.13479	0.94155
0.072	-51.077	-8.6606e+05	3192.4	-0.32159	-0.13596	0.94145
0.074	-51.067	-8.6606e+05	3192.1	-0.32354	-0.13713	0.94135
0.076	-51.061	-8.6606e+05	3191.9	-0.32364	-0.13732	0.94096
0.078	-51.045	-8.6606e+05	3191.6	-0.32374	-0.13752	0.94057
0.08	-51.037	-8.6606e+05	3191.4	-0.32384	-0.13771	0.94018
0.082	-51.056	-8.6607e+05	3191.2	-0.32393	-0.13791	0.93979
0.084	-51.075	-8.6607e+05	3191	-0.32403	-0.1381	0.9394
0.086	-51.079	-8.6608e+05	3190.8	-0.32462	-0.13869	0.9394
0.088	-51.073	-8.6608e+05	3190.6	-0.3252	-0.13928	0.9394
0.09	-51.059	-8.6608e+05	3190.4	-0.32579	-0.13986	0.9394
0.092	-51.071	-8.6608e+05	3190.2	-0.32637	-0.14045	0.9394
0.094	-51.115	-8.661e+05	3189.9	-0.32696	-0.14103	0.9394
0.096	-51.112	-8.6611e+05	3189.7	-0.32657	-0.14132	0.93911
0.098	-51.076	-8.661e+05	3189.5	-0.32618	-0.14162	0.93881
