t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-88.867	-8.7112e+05	3424.2	-0.65538	-0.12444	0.74322
0.002	-88.79	-8.7112e+05	3423.9	-0.65499	-0.12366	0.74322
0.004	-88.743	-8.7112e+05	3423.6	-0.6546	-0.12288	0.74322
0.006	-88.742	-8.7112e+05	3423.3	-0.65421	-0.1221	0.74322
0.008	-88.742	-8.7113e+05	3423	-0.65382	-0.12132	0.74322
0.01	-88.732	-8.7113e+05	3422.7	-0.65343	-0.12054	0.74322
0.012	-88.725	-8.7113e+05	3422.4	-0.65421	-0.12054	0.74361
0.014	-88.718	-8.7113e+05	3422.2	-0.65499	-0.12054	0.744
0.016	-88.704	-8.7114e+05	3421.8	-0.65577	-0.12054	0.7444
0.018	-88.686	-8.7114e+05	3421.5	-0.65656	-0.12054	0.74479
0.02	-88.676	-8.7115e+05	3421.2	-0.65734	-0.12054	0.74518
0.022	-88.687	-8.7115e+05	3420.9	-0.65714	-0.12093	0.74537
0.024	-88.714	-8.7115e+05	3420.6	-0.65695	-0.12132	0.74557
0.026	-88.74	-8.7116e+05	3420.3	-0.65675	-0.12171	0.74576
0.028	-88.763	-8.7116e+05	3419.9	-0.65656	-0.1221	0.74596
0.03	-88.773	-8.7116e+05	3419.6	-0.65636	-0.12249	0.74615
0.032	-88.768	-8.7117e+05	3419.3	-0.65558	-0.12278	0.74742
0.034	-88.767	-8.7118e+05	3419	-0.6548	-0.12307	0.74869
0.036	-88.778	-8.7118e+05	3418.7	-0.65402	-0.12337	0.74996
0.038	-88.784	-8.7119e+05	3418.4	-0.65324	-0.12366	0.75123
0.04	-88.788	-8.7119e+05	3418.1	-0.65246	-0.12395	0.7525
0.042	-88.793	-8.7119e+05	3417.7	-0.65285	-0.12395	0.75211
0.044	-88.799	-8.712e+05	3417.4	-0.65324	-0.12395	0.75172
0.046	-88.795	-8.712e+05	3417	-0.65363	-0.12395	0.75132
0.048	-88.783	-8.712e+05	3416.7	-0.65402	-0.12395	0.75093
0.05	-88.772	-8.712e+05	3416.3	-0.65441	-0.12395	0.75054
0.052	-88.758	-8.712e+05	3415.9	-0.65597	-0.1218	0.74967
0.054	-88.748	-8.712e+05	3415.5	-0.65753	-0.11966	0.74879
0.056	-88.752	-8.7121e+05	3415.1	-0.65909	-0.11751	0.74791
0.058	-88.769	-8.7122e+05	3414.7	-0.66065	-0.11536	0.74703
0.06	-88.794	-8.7122e+05	3414.3	-0.66222	-0.11322	0.74615
0.062	-88.792	-8.7122e+05	3413.9	-0.66173	-0.1137	0.74527
0.064	-88.78	-8.7123e+05	3413.6	-0.66124	-0.11419	0.7444
0.066	-88.782	-8.7124e+05	3413.2	-0.66075	-0.11468	0.74352
0.068	-88.775	-8.7124e+05	3412.8	-0.66026	-0.11517	0.74264
0.07	-88.77	-8.7123e+05	3412.4	-0.65978	-0.11566	0.74176
0.072	-88.775	-8.7124e+05	3412.1	-0.65919	-0.11692	0.74225
0.074	-88.791	-8.7124e+05	3411.8	-0.6586	-0.11819	0.74274
0.076	-88.787	-8.7125e+05	3411.5	-0.65802	-0.11946	0.74322
0.078	-88.783	-8.7125e+05	3411.2	-0.65743	-0.12073	0.74371
0.08	-88.768	-8.7125e+05	3410.8	-0.65685	-0.122	0.7442
0.082	-88.765	-8.7125e+05	3410.5	-0.65577	-0.12171	0.74352
0.084	-88.768	-8.7126e+05	3410.1	-0.6547	-0.12141	0.74283
0.086	-88.775	-8.7126e+05	3409.7	-0.65363	-0.12112	0.74215
0.088	-88.789	-8.7127e+05	3409.4	-0.65255	-0.12083	0.74147
0.09	-88.784	-8.7127e+05	3409	-0.65148	-0.12054	0.74078
0.092	-88.788	-8.7128e+05	3408.7	-0.65304	-0.11966	0.74088
0.094	-88.791	-8.7129e+05	3408.4	-0.6546	-0.11878	0.74098
0.096	-88.78	-8.7129e+05	3408.1	-0.65616	-0.1179	0.74108
0.098	-88.773	-8.7129e+05	3407.8	-0.65773	-0.11702	0.74117
0.1	-88.765	-8.713e+05	3407.6	-0.65929	-0.11614	0.74127
0.102	-88.766	-8.7131e+05	3407.2	-0.6589	-0.11644	0.74156
0.104	-88.767	-8.713e+05	3406.9	-0.65851	-0.11673	0.74186
0.106	-88.777	-8.713e+05	3406.6	-0.65812	-0.11702	0.74215
0.108	-88.78	-8.7131e+05	3406.2	-0.65773	-0.11732	0.74244
0.11	-88.789	-8.7132e+05	3405.9	-0.65734	-0.11761	0.74274
0.112	-88.793	-8.7132e+05	3405.6	-0.65802	-0.11683	0.74244
0.114	-88.785	-8.7132e+05	3405.2	-0.6587	-0.11605	0.74215
0.116	-88.787	-8.7133e+05	3404.9	-0.65939	-0.11527	0.74186
0.118	-88.79	-8.7134e+05	3404.6	-0.66007	-0.11448	0.74156
0.12	-88.784	-8.7134e+05	3404.3	-0.66075	-0.1137	0.74127
0.122	-88.783	-8.7135e+05	3404	-0.66046	-0.11448	0.74196
0.124	-88.776	-8.7135e+05	3403.7	-0.66017	-0.11527	0.74264
0.126	-88.767	-8.7135e+05	3403.4	-0.65987	-0.11605	0.74332
0.128	-88.772	-8.7135e+05	3403.1	-0.65958	-0.11683	0.744
0.13	-88.788	-8.7136e+05	3402.8	-0.65929	-0.11761	0.74469
0.132	-88.809	-8.7136e+05	3402.4	-0.659	-0.11878	0.74488
0.134	-88.82	-8.7136e+05	3402.1	-0.6587	-0.11995	0.74508
0.136	-88.818	-8.7136e+05	3401.8	-0.65841	-0.12112	0.74527
0.138	-88.815	-8.7136e+05	3401.5	-0.65812	-0.12229	0.74547
0.14	-88.813	-8.7136e+05	3401.1	-0.65782	-0.12346	0.74566
0.142	-88.808	-8.7136e+05	3400.8	-0.65802	-0.1222	0.74547
0.144	-88.816	-8.7137e+05	3400.5	-0.65821	-0.12093	0.74527
0.146	-88.824	-8.7137e+05	3400.1	-0.65841	-0.11966	0.74508
0.148	-88.813	-8.7139e+05	3399.8	-0.6586	-0.11839	0.74488
0.15	-88.804	-8.714e+05	3399.5	-0.6588	-0.11712	0.74469
0.152	-88.813	-8.714e+05	3399.3	-0.65821	-0.1179	0.74508
0.154	-88.817	-8.714e+05	3399.1	-0.65763	-0.11868	0.74547
0.156	-88.824	-8.714e+05	3398.9	-0.65704	-0.11946	0.74586
0.158	-88.837	-8.714e+05	3398.9	-0.65646	-0.12024	0.74625
0.16	-88.831	-8.714e+05	3398.8	-0.65587	-0.12102	0.74664
0.162	-88.822	-8.7141e+05	3399.1	-0.65587	-0.12073	0.74605
0.164	-88.822	-8.7143e+05	3399.3	-0.65587	-0.12044	0.74547
0.166	-88.833	-8.7144e+05	3399.8	-0.65587	-0.12015	0.74488
0.168	-88.828	-8.7145e+05	3400.4	-0.65587	-0.11985	0.7443
0.17	-88.829	-8.7145e+05	3401	-0.65587	-0.11956	0.74371
