t	ekg	optical	pressure	accel_x	accel_y	accel_z
2.2737e-13	-78.029	-8.6979e+05	3255.2	-0.65831	-0.11858	0.74225
0.002	-78.029	-8.6979e+05	3255.2	-0.65763	-0.11849	0.74225
0.004	-78.038	-8.6978e+05	3255.2	-0.65695	-0.11839	0.74225
0.006	-78.039	-8.6978e+05	3255.3	-0.65626	-0.11829	0.74225
0.008	-78.029	-8.6977e+05	3255.4	-0.65558	-0.11819	0.74225
0.01	-78.022	-8.6978e+05	3255.5	-0.6549	-0.1181	0.74225
0.012	-78.02	-8.6978e+05	3255.6	-0.65499	-0.11712	0.74186
0.014	-78.018	-8.6977e+05	3255.6	-0.65509	-0.11614	0.74147
0.016	-78.022	-8.6977e+05	3255.7	-0.65519	-0.11517	0.74108
0.018	-78.019	-8.6977e+05	3255.8	-0.65529	-0.11419	0.74069
0.02	-78.031	-8.6978e+05	3255.9	-0.65538	-0.11322	0.7403
0.022	-78.033	-8.6977e+05	3256	-0.6548	-0.11448	0.74108
0.024	-78.013	-8.6976e+05	3256	-0.65421	-0.11575	0.74186
0.026	-78.008	-8.6976e+05	3256.1	-0.65363	-0.11702	0.74264
0.028	-77.987	-8.6976e+05	3256.2	-0.65304	-0.11829	0.74342
0.03	-77.99	-8.6976e+05	3256.3	-0.65246	-0.11956	0.7442
0.032	-78.008	-8.6977e+05	3256.4	-0.65275	-0.11966	0.74381
0.034	-78.013	-8.6976e+05	3256.5	-0.65304	-0.11976	0.74342
0.036	-78	-8.6976e+05	3256.7	-0.65333	-0.11985	0.74303
0.038	-77.984	-8.6976e+05	3256.8	-0.65363	-0.11995	0.74264
0.04	-77.99	-8.6976e+05	3257	-0.65392	-0.12005	0.74225
0.042	-78.004	-8.6976e+05	3257.1	-0.65529	-0.11888	0.74313
0.044	-78.002	-8.6976e+05	3257.3	-0.65665	-0.11771	0.744
0.046	-78.011	-8.6976e+05	3257.4	-0.65802	-0.11653	0.74488
0.048	-78.016	-8.6975e+05	3257.6	-0.65939	-0.11536	0.74576
0.05	-78.021	-8.6975e+05	3257.8	-0.66075	-0.11419	0.74664
0.052	-78.023	-8.6974e+05	3258	-0.66046	-0.11419	0.74674
0.054	-78.029	-8.6974e+05	3258.2	-0.66017	-0.11419	0.74684
0.056	-78.031	-8.6973e+05	3258.2	-0.65987	-0.11419	0.74693
0.058	-78.032	-8.6974e+05	3258.3	-0.65958	-0.11419	0.74703
0.06	-78.029	-8.6974e+05	3258.3	-0.65929	-0.11419	0.74713
0.062	-78.032	-8.6975e+05	3258.1	-0.6586	-0.11536	0.74703
0.064	-78.03	-8.6975e+05	3257.9	-0.65792	-0.11653	0.74693
0.066	-78.025	-8.6975e+05	3257.7	-0.65724	-0.11771	0.74684
0.068	-78.019	-8.6975e+05	3257.5	-0.65656	-0.11888	0.74674
0.07	-78.012	-8.6975e+05	3257.2	-0.65587	-0.12005	0.74664
0.072	-78.008	-8.6975e+05	3256.9	-0.65753	-0.11917	0.74674
0.074	-78.009	-8.6975e+05	3256.6	-0.65919	-0.11829	0.74684
0.076	-78.018	-8.6975e+05	3256.3	-0.66085	-0.11741	0.74693
0.078	-78.025	-8.6975e+05	3256	-0.66251	-0.11653	0.74703
0.08	-78.03	-8.6975e+05	3255.7	-0.66417	-0.11566	0.74713
0.082	-78.041	-8.6975e+05	3255.5	-0.66348	-0.11575	0.74615
0.084	-78.045	-8.6974e+05	3255.3	-0.6628	-0.11585	0.74518
0.086	-78.04	-8.6974e+05	3255.1	-0.66212	-0.11595	0.7442
0.088	-78.043	-8.6974e+05	3254.9	-0.66144	-0.11605	0.74322
0.09	-78.042	-8.6975e+05	3254.6	-0.66075	-0.11614	0.74225
0.092	-78.038	-8.6975e+05	3254.4	-0.65968	-0.11741	0.74254
0.094	-78.036	-8.6975e+05	3254.2	-0.6586	-0.11868	0.74283
0.096	-78.038	-8.6974e+05	3253.9	-0.65753	-0.11995	0.74313
0.098	-78.045	-8.6975e+05	3253.6	-0.65646	-0.12122	0.74342
0.1	-78.046	-8.6976e+05	3253.3	-0.65538	-0.12249	0.74371
0.102	-78.045	-8.6976e+05	3252.9	-0.65568	-0.1218	0.74332
0.104	-78.053	-8.6976e+05	3252.6	-0.65597	-0.12112	0.74293
0.106	-78.052	-8.6976e+05	3252.2	-0.65626	-0.12044	0.74254
0.108	-78.054	-8.6976e+05	3251.7	-0.65656	-0.11976	0.74215
0.11	-78.055	-8.6975e+05	3251.3	-0.65685	-0.11907	0.74176
0.112	-78.042	-8.6975e+05	3250.8	-0.65763	-0.11839	0.74196
0.114	-78.041	-8.6975e+05	3250.3	-0.65841	-0.11771	0.74215
0.116	-78.044	-8.6975e+05	3249.9	-0.65919	-0.11702	0.74235
0.118	-78.043	-8.6976e+05	3249.5	-0.65997	-0.11634	0.74254
0.12	-78.032	-8.6977e+05	3249	-0.66075	-0.11566	0.74274
0.122	-78.018	-8.6977e+05	3248.6	-0.65987	-0.11722	0.74361
0.124	-78.01	-8.6976e+05	3248.2	-0.659	-0.11878	0.74449
0.126	-78.025	-8.6976e+05	3247.8	-0.65812	-0.12034	0.74537
0.128	-78.051	-8.6976e+05	3247.4	-0.65724	-0.1219	0.74625
0.13	-78.049	-8.6976e+05	3247.1	-0.65636	-0.12346	0.74713
0.132	-78.028	-8.6977e+05	3246.7	-0.65587	-0.1222	0.74557
0.134	-78.03	-8.6977e+05	3246.4	-0.65538	-0.12093	0.744
0.136	-78.034	-8.6977e+05	3246	-0.6549	-0.11966	0.74244
0.138	-78.023	-8.6977e+05	3245.6	-0.65441	-0.11839	0.74088
0.14	-78.009	-8.6977e+05	3245.3	-0.65392	-0.11712	0.73932
0.142	-78.013	-8.6978e+05	3245	-0.6548	-0.11673	0.73942
0.144	-78.021	-8.6978e+05	3244.6	-0.65568	-0.11634	0.73952
0.146	-78.014	-8.6978e+05	3244.3	-0.65656	-0.11595	0.73961
0.148	-78.013	-8.6977e+05	3244	-0.65743	-0.11556	0.73971
0.15	-78.029	-8.6978e+05	3243.8	-0.65831	-0.11517	0.73981
0.152	-78.046	-8.6979e+05	3243.6	-0.6589	-0.11497	0.7403
0.154	-78.042	-8.6979e+05	3243.5	-0.65948	-0.11478	0.74078
0.156	-78.026	-8.6979e+05	3243.4	-0.66007	-0.11458	0.74127
0.158	-78.025	-8.6979e+05	3243.4	-0.66065	-0.11439	0.74176
0.16	-78.042	-8.6979e+05	3243.4	-0.66124	-0.11419	0.74225
0.162	-78.042	-8.6979e+05	3243.3	-0.65997	-0.11497	0.74244
0.164	-78.024	-8.6979e+05	3243.2	-0.6587	-0.11575	0.74264
0.166	-78.03	-8.6979e+05	3243.2	-0.65743	-0.11653	0.74283
0.168	-78.04	-8.6979e+05	3243.1	-0.65616	-0.11732	0.74303
0.17	-78.042	-8.6979e+05	3243	-0.6549	-0.1181	0.74322
0.172	-78.047	-8.698e+05	3242.9	-0.65499	-0.11878	0.7441
0.174	-78.05	-8.698e+05	3242.8	-0.65509	-0.11946	0.74498
0.176	-78.045	-8.6981e+05	3242.7	-0.65519	-0.12015	0.74586
0.178	-78.055	-8.6981e+05	3242.7	-0.65529	-0.12083	0.74674
0.18	-78.062	-8.6981e+05	3242.6	-0.65538	-0.12151	0.74762
0.182	-78.067	-8.6981e+05	3242.5	-0.65568	-0.12112	0.74693
0.184	-78.071	-8.6981e+05	3242.5	-0.65597	-0.12073	0.74625
0.186	-78.073	-8.6982e+05	3242.4	-0.65626	-0.12034	0.74557
0.188	-78.068	-8.6983e+05	3242.4	-0.65656	-0.11995	0.74488
0.19	-78.063	-8.6982e+05	3242.3	-0.65685	-0.11956	0.7442
0.192	-78.058	-8.6981e+05	3242.2	-0.65695	-0.11927	0.74361
0.194	-78.057	-8.6982e+05	3242.1	-0.65704	-0.11897	0.74303
0.196	-78.07	-8.6983e+05	3242	-0.65714	-0.11868	0.74244
0.198	-78.082	-8.6983e+05	3241.9	-0.65724	-0.11839	0.74186
0.2	-78.084	-8.6984e+05	3241.8	-0.65734	-0.1181	0.74127
0.202	-78.098	-8.6985e+05	3241.7	-0.65734	-0.11771	0.74117
0.204	-78.111	-8.6986e+05	3241.5	-0.65734	-0.11732	0.74108
0.206	-78.119	-8.6986e+05	3241.3	-0.65734	-0.11692	0.74098
0.208	-78.101	-8.6987e+05	3241.2	-0.65734	-0.11653	0.74088
0.21	-78.079	-8.6986e+05	3241	-0.65734	-0.11614	0.74078
0.212	-78.091	-8.6986e+05	3240.8	-0.65782	-0.11624	0.74166
0.214	-78.091	-8.6986e+05	3240.7	-0.65831	-0.11634	0.74254
0.216	-78.085	-8.6986e+05	3240.5	-0.6588	-0.11644	0.74342
0.218	-78.076	-8.6987e+05	3240.4	-0.65929	-0.11653	0.7443
0.22	-78.07	-8.6987e+05	3240.2	-0.65978	-0.11663	0.74518
0.222	-78.049	-8.6987e+05	3240.1	-0.66017	-0.11683	0.74479
0.224	-78.028	-8.6987e+05	3239.9	-0.66056	-0.11702	0.7444
0.226	-78.027	-8.6987e+05	3239.8	-0.66095	-0.11722	0.744
0.228	-78.029	-8.6988e+05	3239.6	-0.66134	-0.11741	0.74361
0.23	-78.028	-8.6988e+05	3239.5	-0.66173	-0.11761	0.74322
0.232	-78.021	-8.6989e+05	3239.3	-0.66095	-0.11702	0.74332
0.234	-78.012	-8.6989e+05	3239.1	-0.66017	-0.11644	0.74342
0.236	-78.013	-8.6989e+05	3239	-0.65939	-0.11585	0.74352
0.238	-78.021	-8.699e+05	3238.8	-0.6586	-0.11527	0.74361
