t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	46.207	-8.7165e+05	3437.7	0.10277	-0.030061	1.0059
0.002	46.241	-8.7164e+05	3440.2	0.10287	-0.030158	1.0056
0.004	46.219	-8.7163e+05	3442.7	0.10297	-0.030256	1.0053
0.006	46.205	-8.7162e+05	3445.1	0.10307	-0.030354	1.005
0.008	46.197	-8.7161e+05	3447.6	0.10316	-0.030451	1.0047
0.01	46.166	-8.716e+05	3449.9	0.10326	-0.030549	1.0044
0.012	46.19	-8.7158e+05	3452.2	0.10336	-0.030646	1.0041
0.014	46.221	-8.7156e+05	3454.4	0.10346	-0.030744	1.0038
0.016	46.244	-8.7156e+05	3456.2	0.10336	-0.030354	1.0045
0.018	46.295	-8.7156e+05	3458	0.10326	-0.029963	1.0052
0.02	46.308	-8.7154e+05	3459.5	0.10316	-0.029573	1.0059
0.022	46.282	-8.7153e+05	3460.8	0.10307	-0.029182	1.0065
0.024	46.281	-8.7152e+05	3462.1	0.10297	-0.028792	1.0072
0.026	46.253	-8.7151e+05	3462.8	0.10297	-0.028987	1.0066
0.028	46.247	-8.715e+05	3463.6	0.10297	-0.029182	1.0061
0.03	46.265	-8.7149e+05	3464.1	0.10297	-0.029378	1.0055
0.032	46.287	-8.7148e+05	3464.4	0.10297	-0.029573	1.0049
0.034	46.32	-8.7147e+05	3464.7	0.10297	-0.029768	1.0043
0.036	46.347	-8.7146e+05	3464.7	0.10268	-0.030061	1.0041
0.038	46.327	-8.7145e+05	3464.6	0.10238	-0.030354	1.0039
0.04	46.313	-8.7145e+05	3464.4	0.10209	-0.030646	1.0037
0.042	46.299	-8.7144e+05	3463.8	0.1018	-0.030939	1.0035
0.044	46.286	-8.7143e+05	3463.3	0.1015	-0.031232	1.0033
0.046	46.292	-8.7141e+05	3462.4	0.10228	-0.031037	1.0036
0.048	46.299	-8.7139e+05	3461.5	0.10307	-0.030842	1.0039
0.05	46.322	-8.7137e+05	3460.5	0.10385	-0.030646	1.0042
0.052	46.366	-8.7137e+05	3459.3	0.10463	-0.030451	1.0045
0.054	46.372	-8.7137e+05	3458.1	0.10541	-0.030256	1.0048
0.056	46.359	-8.7136e+05	3456.6	0.10346	-0.030744	1.0051
0.058	46.327	-8.7134e+05	3455.2	0.1015	-0.031232	1.0054
0.06	46.3	-8.7134e+05	3453.6	0.099552	-0.03172	1.0057
0.062	46.316	-8.7134e+05	3452	0.0976	-0.032208	1.006
0.064	46.341	-8.7132e+05	3450.3	0.095648	-0.032696	1.0063
0.066	46.364	-8.7131e+05	3448.7	0.09516	-0.032794	1.0048
0.068	46.386	-8.713e+05	3447	0.094672	-0.032891	1.0033
0.07	46.393	-8.7129e+05	3445.3	0.094184	-0.032989	1.0019
0.072	46.38	-8.7129e+05	3443.6	0.093696	-0.033086	1.0004
0.074	46.355	-8.7128e+05	3441.8	0.093208	-0.033184	0.99894
0.076	46.323	-8.7128e+05	3440.2	0.094086	-0.032598	0.99972
0.078	46.326	-8.7127e+05	3438.5	0.094965	-0.032013	1.0005
0.08	46.336	-8.7126e+05	3436.9	0.095843	-0.031427	1.0013
0.082	46.352	-8.7125e+05	3435.3	0.096722	-0.030842	1.0021
0.084	46.395	-8.7124e+05	3433.7	0.0976	-0.030256	1.0028
0.086	46.413	-8.7123e+05	3432.1	0.097795	-0.030451	1.0023
0.088	46.383	-8.7123e+05	3430.6	0.09799	-0.030646	1.0017
0.09	46.348	-8.7123e+05	3429.2	0.098186	-0.030842	1.0011
0.092	46.334	-8.7122e+05	3427.8	0.098381	-0.031037	1.0005
0.094	46.33	-8.7122e+05	3426.4	0.098576	-0.031232	0.99991
0.096	46.348	-8.712e+05	3425.2	0.098869	-0.030842	1.0007
0.098	46.369	-8.7119e+05	3424	0.099162	-0.030451	1.0015
0.1	46.377	-8.7119e+05	3422.8	0.099454	-0.030061	1.0023
0.102	46.415	-8.7119e+05	3421.7	0.099747	-0.02967	1.003
0.104	46.396	-8.7117e+05	3420.6	0.10004	-0.02928	1.0038
0.106	46.389	-8.7116e+05	3419.6	0.098576	-0.028499	1.0044
0.108	46.364	-8.7116e+05	3418.7	0.097112	-0.027718	1.005
0.11	46.33	-8.7115e+05	3417.8	0.095648	-0.026938	1.0056
0.112	46.336	-8.7115e+05	3416.9	0.094184	-0.026157	1.0062
0.114	46.372	-8.7115e+05	3416.1	0.09272	-0.025376	1.0067
0.116	46.397	-8.7114e+05	3415.4	0.094184	-0.026742	1.0057
0.118	46.418	-8.7113e+05	3414.6	0.095648	-0.028109	1.0046
0.12	46.401	-8.7113e+05	3413.9	0.097112	-0.029475	1.0035
0.122	46.376	-8.7113e+05	3413.2	0.098576	-0.030842	1.0024
0.124	46.361	-8.7113e+05	3412.6	0.10004	-0.032208	1.0014
0.126	46.337	-8.7112e+05	3411.9	0.098966	-0.031622	1.0017
0.128	46.327	-8.7112e+05	3411.3	0.097893	-0.031037	1.002
0.13	46.333	-8.7113e+05	3410.7	0.096819	-0.030451	1.0023
0.132	46.354	-8.7112e+05	3410.1	0.095746	-0.029866	1.0025
0.134	46.393	-8.7111e+05	3409.5	0.094672	-0.02928	1.0028
0.136	46.417	-8.7111e+05	3408.9	0.093794	-0.029768	1.0015
