t	ekg	optical	pressure	accel_x	accel_y	accel_z
1.1369e-13	100.25	-8.7318e+05	3633.7	-0.33086	-0.038064	0.94526
0.002	100.21	-8.7318e+05	3633.6	-0.33155	-0.037771	0.94555
0.004	100.24	-8.7318e+05	3633.5	-0.33223	-0.037478	0.94584
0.006	100.26	-8.7319e+05	3633.4	-0.33291	-0.037186	0.94613
0.008	100.24	-8.732e+05	3633.3	-0.3336	-0.036893	0.94643
0.01	100.25	-8.732e+05	3633.2	-0.33428	-0.0366	0.94672
0.012	100.26	-8.7321e+05	3633.1	-0.3333	-0.037186	0.94633
0.014	100.23	-8.7322e+05	3633	-0.33233	-0.037771	0.94594
0.016	100.19	-8.7322e+05	3632.9	-0.33135	-0.038357	0.94555
0.018	100.21	-8.7323e+05	3632.8	-0.33038	-0.038942	0.94516
0.02	100.21	-8.7324e+05	3632.7	-0.3294	-0.039528	0.94477
0.022	100.23	-8.7325e+05	3632.5	-0.32979	-0.039235	0.94604
0.024	100.22	-8.7325e+05	3632.4	-0.33018	-0.038942	0.94731
0.026	100.19	-8.7326e+05	3632.2	-0.33057	-0.03865	0.94857
0.028	100.2	-8.7327e+05	3632	-0.33096	-0.038357	0.94984
0.03	100.24	-8.7328e+05	3631.8	-0.33135	-0.038064	0.95111
0.032	100.25	-8.7328e+05	3631.7	-0.33135	-0.037771	0.95033
0.034	100.2	-8.7328e+05	3631.6	-0.33135	-0.037478	0.94955
0.036	100.18	-8.7328e+05	3631.5	-0.33135	-0.037186	0.94877
0.038	100.21	-8.7329e+05	3631.3	-0.33135	-0.036893	0.94799
0.04	100.23	-8.733e+05	3631.2	-0.33135	-0.0366	0.94721
0.042	100.22	-8.7331e+05	3631.1	-0.33194	-0.036698	0.94672
0.044	100.23	-8.7332e+05	3630.9	-0.33252	-0.036795	0.94623
0.046	100.23	-8.7332e+05	3630.8	-0.33311	-0.036893	0.94574
0.048	100.22	-8.7332e+05	3630.6	-0.33369	-0.03699	0.94526
