t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-0.0013895	93.23	9.1376	0.0092291	0.0058461	-0.042334
0.002	-0.00059645	92.467	9.08	0.0094262	0.0065837	-0.042698
0.004	-0.0010922	91.704	9.0224	0.0096233	0.0073214	-0.043062
0.006	-0.0029834	90.976	8.9648	0.0098204	0.0080591	-0.043427
0.008	-0.0061618	90.285	8.9106	0.010017	0.0087968	-0.043791
0.01	-0.010324	89.629	8.8596	0.010215	0.0095345	-0.044156
0.012	-0.015021	89.009	8.8087	0.010412	0.010272	-0.04452
0.014	-0.019733	88.423	8.7586	0.011502	0.010954	-0.044235
0.016	-0.023948	87.872	8.7086	0.012592	0.011636	-0.04395
0.018	-0.027234	87.353	8.6559	0.013682	0.012318	-0.043666
0.02	-0.029298	86.868	8.6007	0.014773	0.012999	-0.043381
0.022	-0.030013	86.412	8.5455	0.015863	0.013681	-0.043096
0.024	-0.029429	85.987	8.4809	0.017544	0.013942	-0.042502
0.026	-0.027749	85.59	8.4162	0.019225	0.014202	-0.041907
0.028	-0.025298	85.22	8.3464	0.020906	0.014462	-0.041313
0.03	-0.022467	84.876	8.2713	0.022587	0.014723	-0.040718
0.032	-0.019669	84.556	8.1962	0.024268	0.014983	-0.040124
0.034	-0.017283	84.257	8.1129	0.025581	0.0147	-0.039762
0.036	-0.01561	83.981	8.0297	0.026894	0.014417	-0.0394
0.038	-0.014838	83.723	7.9447	0.028207	0.014133	-0.039038
0.04	-0.015015	83.484	7.8579	0.029519	0.01385	-0.038676
0.042	-0.01604	83.262	7.7711	0.030832	0.013567	-0.038314
0.044	-0.017668	83.055	7.6858	0.03102	0.013	-0.038308
0.046	-0.019537	82.862	7.6005	0.031208	0.012434	-0.038302
0.048	-0.021206	82.682	7.5176	0.031397	0.011868	-0.038295
0.05	-0.022217	82.513	7.4372	0.031585	0.011302	-0.038289
0.052	-0.022167	82.356	7.3568	0.031773	0.010736	-0.038283
0.054	-0.020771	82.207	7.2819	0.030962	0.010312	-0.038288
0.056	-0.017926	82.067	7.207	0.030152	0.0098882	-0.038293
0.058	-0.013739	81.934	7.1338	0.029341	0.0094645	-0.038297
0.06	-0.0085294	81.808	7.0622	0.028531	0.0090407	-0.038302
0.062	-0.0027908	81.687	6.9906	0.027721	0.0086169	-0.038307
0.064	0.0028822	81.571	6.9185	0.026776	0.0084329	-0.037998
0.066	0.007892	81.458	6.8463	0.02583	0.0082489	-0.037689
0.068	0.01174	81.348	6.7719	0.024885	0.0080649	-0.03738
0.07	0.014113	81.241	6.6952	0.02394	0.0078809	-0.037071
0.072	0.014944	81.134	6.6185	0.022995	0.0076969	-0.036762
0.074	0.014412	81.028	6.5353	0.022713	0.0073874	-0.036153
0.076	0.012904	80.922	6.452	0.022431	0.0070779	-0.035544
0.078	0.010923	80.814	6.3659	0.022149	0.0067684	-0.034935
0.08	0.0089763	80.704	6.2769	0.021867	0.0064589	-0.034326
0.082	0.0074605	80.59	6.1879	0.021585	0.0061494	-0.033717
0.084	0.006568	80.473	6.0968	0.021992	0.0054088	-0.032984
0.086	0.0062442	80.35	6.0057	0.0224	0.0046682	-0.032251
0.088	0.0062017	80.222	5.9165	0.022808	0.0039276	-0.031519
0.09	0.00599	80.086	5.829	0.023215	0.003187	-0.030786
0.092	0.0051053	79.943	5.7416	0.023623	0.0024465	-0.030053
0.094	0.0031183	79.79	5.664	0.0241	0.0015198	-0.029279
0.096	-0.00021462	79.628	5.5864	0.024576	0.00059322	-0.028504
0.098	-0.0048826	79.455	5.5163	0.025053	-0.0003334	-0.02773
0.1	-0.01061	79.271	5.4536	0.02553	-0.00126	-0.026955
0.102	-0.016909	79.074	5.391	0.026007	-0.0021866	-0.026181
0.104	-0.023183	78.864	5.3466	0.026099	-0.0027846	-0.025404
0.106	-0.028857	78.639	5.3022	0.026192	-0.0033827	-0.024627
0.108	-0.033498	78.4	5.2673	0.026284	-0.0039807	-0.02385
0.11	-0.036898	78.146	5.242	0.026376	-0.0045787	-0.023074
0.112	-0.0391	77.876	5.2168	0.026469	-0.0051767	-0.022297
0.114	-0.040359	77.59	5.2098	0.026365	-0.0053131	-0.021652
0.116	-0.041049	77.287	5.2028	0.026261	-0.0054494	-0.021008
