t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	49.462	-15183	2556.8	-0.61332	0.48898	-0.62679
0.002	49.468	-15187	2556.9	-0.61215	0.48898	-0.6262
0.004	49.45	-15190	2557	-0.61098	0.48898	-0.62562
0.006	49.426	-15188	2557.1	-0.6098	0.48898	-0.62503
0.008	49.419	-15186	2557.2	-0.60863	0.48898	-0.62444
0.01	49.428	-15188	2557.2	-0.60746	0.48898	-0.62386
0.012	49.425	-15190	2557.3	-0.60629	0.48898	-0.62327
0.014	49.403	-15181	2557.4	-0.60512	0.48898	-0.62269
0.016	49.415	-15172	2557.4	-0.60492	0.48878	-0.62191
0.018	49.434	-15175	2557.4	-0.60473	0.48859	-0.62113
0.02	49.453	-15178	2557.5	-0.60453	0.48839	-0.62035
0.022	49.47	-15177	2557.5	-0.60434	0.4882	-0.61956
0.024	49.476	-15177	2557.6	-0.60414	0.488	-0.61878
0.026	49.47	-15175	2557.5	-0.60444	0.4878	-0.61908
0.028	49.481	-15172	2557.5	-0.60473	0.48761	-0.61937
0.03	49.492	-15168	2557.4	-0.60502	0.48741	-0.61966
0.032	49.461	-15163	2557.4	-0.60532	0.48722	-0.61996
0.034	49.454	-15160	2557.3	-0.60561	0.48702	-0.62025
0.036	49.452	-15157	2557.2	-0.60561	0.48693	-0.62074
0.038	49.461	-15167	2557.1	-0.60561	0.48683	-0.62122
0.04	49.491	-15176	2557	-0.60561	0.48673	-0.62171
0.042	49.506	-15177	2556.8	-0.60561	0.48663	-0.6222
0.044	49.506	-15177	2556.7	-0.60561	0.48654	-0.62269
0.046	49.515	-15173	2556.5	-0.60717	0.48878	-0.62425
0.048	49.498	-15170	2556.4	-0.60873	0.49103	-0.62581
0.05	49.5	-15171	2556.2	-0.61029	0.49327	-0.62737
0.052	49.507	-15171	2556	-0.61185	0.49552	-0.62893
0.054	49.483	-15172	2555.8	-0.61342	0.49776	-0.6305
0.056	49.466	-15173	2555.5	-0.61381	0.49805	-0.63011
0.058	49.483	-15174	2555.3	-0.6142	0.49835	-0.62972
0.06	49.497	-15175	2555	-0.61459	0.49864	-0.62932
0.062	49.501	-15172	2554.8	-0.61498	0.49893	-0.62893
0.064	49.489	-15168	2554.6	-0.61537	0.49922	-0.62854
0.066	49.467	-15169	2554.4	-0.61478	0.49932	-0.62932
0.068	49.456	-15171	2554.2	-0.6142	0.49942	-0.63011
0.07	49.454	-15169	2553.9	-0.61361	0.49952	-0.63089
0.072	49.452	-15168	2553.6	-0.61303	0.49961	-0.63167
0.074	49.462	-15164	2553.3	-0.61244	0.49971	-0.63245
0.076	49.471	-15160	2552.9	-0.61098	0.49756	-0.63196
0.078	49.473	-15163	2552.6	-0.60951	0.49542	-0.63147
0.08	49.474	-15165	2552.2	-0.60805	0.49327	-0.63098
0.082	49.476	-15172	2551.8	-0.60658	0.49112	-0.6305
0.084	49.478	-15179	2551.5	-0.60512	0.48898	-0.63001
0.086	49.479	-15176	2551.1	-0.6058	0.48966	-0.63059
0.088	49.484	-15173	2550.7	-0.60649	0.49034	-0.63118
0.09	49.499	-15170	2550.3	-0.60717	0.49103	-0.63176
0.092	49.501	-15167	2549.9	-0.60785	0.49171	-0.63235
0.094	49.493	-15169	2549.5	-0.60854	0.49239	-0.63294
0.096	49.5	-15171	2549.3	-0.60893	0.49298	-0.63235
0.098	49.498	-15178	2549	-0.60932	0.49356	-0.63176
0.1	49.48	-15185	2548.8	-0.60971	0.49415	-0.63118
0.102	49.47	-15183	2548.6	-0.6101	0.49473	-0.63059
