t	ekg	optical	pressure	accel_x	accel_y	accel_z
4.5475e-13	63.793	-18303	2297.7	-0.32354	0.91646	0.30939
0.002	63.791	-18302	2297.7	-0.32335	0.91617	0.30949
0.004	63.783	-18301	2297.7	-0.32315	0.91588	0.30959
0.006	63.777	-18304	2297.8	-0.32296	0.91559	0.30968
0.008	63.776	-18307	2297.8	-0.32276	0.91529	0.30978
0.01	63.776	-18305	2297.8	-0.32257	0.915	0.30988
0.012	63.776	-18304	2297.9	-0.32179	0.91578	0.31066
0.014	63.785	-18304	2298	-0.32101	0.91656	0.31144
0.016	63.791	-18305	2298.1	-0.32023	0.91734	0.31222
0.018	63.795	-18303	2298.2	-0.31944	0.91812	0.313
0.02	63.787	-18301	2298.3	-0.31866	0.9189	0.31378
0.022	63.773	-18301	2298.4	-0.31798	0.91978	0.31447
0.024	63.77	-18301	2298.4	-0.3173	0.92066	0.31515
0.026	63.78	-18303	2298.5	-0.31661	0.92154	0.31583
0.028	63.78	-18306	2298.6	-0.31593	0.92242	0.31652
0.03	63.791	-18306	2298.6	-0.31525	0.9233	0.3172
0.032	63.801	-18306	2298.7	-0.31593	0.92291	0.31769
0.034	63.799	-18307	2298.7	-0.31661	0.92252	0.31818
0.036	63.788	-18308	2298.8	-0.3173	0.92212	0.31866
0.038	63.789	-18310	2298.8	-0.31798	0.92173	0.31915
0.04	63.79	-18313	2298.9	-0.31866	0.92134	0.31964
0.042	63.787	-18306	2298.9	-0.3171	0.92037	0.31866
0.044	63.784	-18300	2299	-0.31554	0.91939	0.31769
0.046	63.785	-18309	2299	-0.31398	0.91842	0.31671
0.048	63.796	-18317	2299	-0.31242	0.91744	0.31574
0.05	63.805	-18313	2299	-0.31086	0.91646	0.31476
0.052	63.803	-18309	2299.1	-0.31125	0.91685	0.31466
0.054	63.798	-18310	2299.2	-0.31164	0.91724	0.31456
0.056	63.789	-18311	2299.2	-0.31203	0.91764	0.31447
0.058	63.782	-18314	2299.2	-0.31242	0.91803	0.31437
0.06	63.78	-18316	2299.2	-0.31281	0.91842	0.31427
0.062	63.778	-18318	2299.2	-0.31388	0.91949	0.31583
0.064	63.781	-18320	2299.2	-0.31496	0.92056	0.3174
0.066	63.79	-18311	2299.3	-0.31603	0.92164	0.31896
0.068	63.796	-18302	2299.3	-0.3171	0.92271	0.32052
0.07	63.796	-18304	2299.3	-0.31818	0.92378	0.32208
0.072	63.791	-18306	2299.3	-0.31876	0.92261	0.32169
0.074	63.785	-18311	2299.2	-0.31935	0.92144	0.3213
0.076	63.783	-18316	2299.2	-0.31993	0.92027	0.32091
0.078	63.789	-18313	2299.1	-0.32052	0.9191	0.32052
0.08	63.796	-18309	2299.1	-0.3211	0.91793	0.32013
0.082	63.799	-18311	2299.1	-0.32286	0.91764	0.3211
0.084	63.795	-18313	2299.1	-0.32462	0.91734	0.32208
0.086	63.791	-18312	2299.1	-0.32637	0.91705	0.32306
0.088	63.781	-18312	2299.2	-0.32813	0.91676	0.32403
0.09	63.766	-18313	2299.2	-0.32989	0.91646	0.32501
0.092	63.748	-18313	2299.2	-0.32969	0.91646	0.32403
0.094	63.729	-18314	2299.3	-0.3295	0.91646	0.32306
0.096	63.711	-18315	2299.3	-0.3293	0.91646	0.32208
0.098	63.708	-18317	2299.4	-0.32911	0.91646	0.3211
0.1	63.706	-18319	2299.4	-0.32891	0.91646	0.32013
0.102	63.709	-18313	2299.5	-0.32813	0.91549	0.32218
0.104	63.714	-18308	2299.6	-0.32735	0.91451	0.32423
0.106	63.719	-18324	2299.7	-0.32657	0.91354	0.32628
0.108	63.719	-18341	2299.8	-0.32579	0.91256	0.32833
0.11	63.722	-18338	2299.9	-0.32501	0.91158	0.33038
0.112	63.734	-18336	2299.9	-0.32374	0.90973	0.32803
0.114	63.744	-18329	2299.9	-0.32247	0.90788	0.32569
0.116	63.746	-18322	2299.9	-0.3212	0.90602	0.32335
0.118	63.748	-18329	2299.9	-0.31993	0.90417	0.32101
0.12	63.743	-18337	2299.9	-0.31866	0.90231	0.31866
0.122	63.735	-18333	2299.9	-0.31866	0.90329	0.31866
0.124	63.73	-18329	2299.9	-0.31866	0.90426	0.31866
0.126	63.725	-18322	2299.9	-0.31866	0.90524	0.31866
0.128	63.732	-18314	2299.9	-0.31866	0.90622	0.31866
0.13	63.744	-18307	2299.9	-0.31866	0.90719	0.31866
0.132	63.748	-18299	2299.8	-0.31759	0.90739	0.31857
0.134	63.753	-18302	2299.8	-0.31652	0.90758	0.31847
0.136	63.763	-18304	2299.8	-0.31544	0.90778	0.31837
0.138	63.778	-18313	2299.7	-0.31437	0.90797	0.31827
0.14	63.79	-18321	2299.7	-0.3133	0.90817	0.31818
0.142	63.799	-18319	2299.7	-0.31291	0.90748	0.3171
0.144	63.807	-18316	2299.6	-0.31252	0.9068	0.31603
0.146	63.817	-18318	2299.6	-0.31212	0.90612	0.31496
0.148	63.829	-18320	2299.6	-0.31173	0.90544	0.31388
0.15	63.838	-18318	2299.5	-0.31134	0.90475	0.31281
0.152	63.836	-18316	2299.4	-0.31144	0.90495	0.313
0.154	63.825	-18326	2299.4	-0.31154	0.90514	0.3132
0.156	63.818	-18336	2299.3	-0.31164	0.90534	0.31339
0.158	63.813	-18336	2299.2	-0.31173	0.90553	0.31359
0.16	63.814	-18335	2299.1	-0.31183	0.90573	0.31378
0.162	63.819	-18328	2299	-0.31154	0.90631	0.31378
0.164	63.822	-18321	2298.9	-0.31125	0.9069	0.31378
0.166	63.823	-18325	2298.7	-0.31095	0.90748	0.31378
0.168	63.821	-18329	2298.6	-0.31066	0.90807	0.31378
0.17	63.815	-18326	2298.5	-0.31037	0.90866	0.31378
0.172	63.804	-18323	2298.5	-0.31232	0.90983	0.31281
0.174	63.797	-18322	2298.4	-0.31427	0.911	0.31183
0.176	63.799	-18321	2298.3	-0.31622	0.91217	0.31086
0.178	63.798	-18328	2298.2	-0.31818	0.91334	0.30988
0.18	63.804	-18334	2298.1	-0.32013	0.91451	0.3089
0.182	63.815	-18329	2298	-0.32013	0.91578	0.309
0.184	63.818	-18324	2298	-0.32013	0.91705	0.3091
0.186	63.812	-18327	2297.9	-0.32013	0.91832	0.3092
0.188	63.809	-18329	2297.8	-0.32013	0.91959	0.30929
0.19	63.8	-18329	2297.8	-0.32013	0.92086	0.30939
0.192	63.793	-18329	2297.7	-0.32023	0.92076	0.30959
0.194	63.808	-18326	2297.7	-0.32032	0.92066	0.30978
0.196	63.828	-18324	2297.7	-0.32042	0.92056	0.30998
0.198	63.856	-18328	2297.6	-0.32052	0.92047	0.31017
0.2	63.893	-18332	2297.6	-0.32062	0.92037	0.31037
0.202	63.931	-18326	2297.6	-0.31866	0.92037	0.31134
0.204	63.976	-18321	2297.6	-0.31671	0.92037	0.31232
0.206	63.997	-18323	2297.6	-0.31476	0.92037	0.3133
0.208	63.988	-18325	2297.6	-0.31281	0.92037	0.31427
0.21	63.96	-18335	2297.5	-0.31086	0.92037	0.31525
0.212	63.92	-18345	2297.5	-0.31115	0.92076	0.31525
0.214	63.875	-18342	2297.5	-0.31144	0.92115	0.31525
