t	ekg	optical	pressure	accel_x	accel_y	accel_z
4.5475e-13	-83.624	-3.1034e+05	3044	-0.10687	0.059048	0.9965
0.002	-83.462	-3.1034e+05	3043.6	-0.10736	0.058365	0.99718
0.004	-83.319	-3.1034e+05	3043.2	-0.10785	0.057682	0.99786
0.006	-83.228	-3.1034e+05	3042.8	-0.10834	0.056998	0.99855
0.008	-83.211	-3.1034e+05	3042.3	-0.10882	0.056315	0.99923
0.01	-83.225	-3.1034e+05	3041.8	-0.10931	0.055632	0.99991
0.012	-83.267	-3.1034e+05	3041.3	-0.10921	0.055339	0.99903
0.014	-83.323	-3.1035e+05	3040.7	-0.10912	0.055046	0.99816
0.016	-83.341	-3.1035e+05	3040.2	-0.10902	0.054754	0.99728
0.018	-83.322	-3.1036e+05	3039.5	-0.10892	0.054461	0.9964
0.02	-83.272	-3.1037e+05	3038.9	-0.10882	0.054168	0.99552
0.022	-83.222	-3.1038e+05	3038.3	-0.10814	0.054754	0.99611
0.024	-83.242	-3.1038e+05	3037.6	-0.10746	0.055339	0.99669
0.026	-83.319	-3.1038e+05	3037	-0.10677	0.055925	0.99728
0.028	-83.4	-3.1038e+05	3036.3	-0.10609	0.05651	0.99786
0.03	-83.485	-3.1038e+05	3035.6	-0.10541	0.057096	0.99845
0.032	-83.54	-3.1038e+05	3034.9	-0.10795	0.05612	0.99689
0.034	-83.554	-3.1038e+05	3034.3	-0.11048	0.055144	0.99532
0.036	-83.553	-3.1039e+05	3033.7	-0.11302	0.054168	0.99376
0.038	-83.527	-3.1039e+05	3033	-0.11556	0.053192	0.9922
0.04	-83.514	-3.1039e+05	3032.3	-0.1181	0.052216	0.99064
0.042	-83.535	-3.104e+05	3031.7	-0.1178	0.051533	0.99093
0.044	-83.587	-3.1041e+05	3031	-0.11751	0.05085	0.99123
0.046	-83.684	-3.1041e+05	3030.3	-0.11722	0.050166	0.99152
0.048	-83.747	-3.1041e+05	3029.6	-0.11692	0.049483	0.99181
0.05	-83.738	-3.104e+05	3028.9	-0.11663	0.0488	0.9921
0.052	-83.721	-3.1041e+05	3028.1	-0.11566	0.048702	0.99259
