t	ekg	optical	pressure	accel_x	accel_y	accel_z
0	-21.128	-5.7869e+05	3484.7	-0.52216	-0.14982	0.83594
0.002	-21.107	-5.7869e+05	3483.9	-0.52284	-0.14816	0.83585
0.004	-21.108	-5.7869e+05	3483.1	-0.52353	-0.1465	0.83575
0.006	-21.114	-5.787e+05	3482.3	-0.52421	-0.14484	0.83565
0.008	-21.11	-5.787e+05	3481.5	-0.52489	-0.14318	0.83555
0.01	-21.091	-5.787e+05	3480.7	-0.52558	-0.14152	0.83546
0.012	-21.059	-5.787e+05	3479.8	-0.52577	-0.1423	0.83546
0.014	-21.049	-5.7869e+05	3478.9	-0.52597	-0.14308	0.83546
0.016	-21.059	-5.7869e+05	3477.9	-0.52616	-0.14386	0.83546
0.018	-21.051	-5.7869e+05	3477	-0.52636	-0.14464	0.83546
0.02	-21.065	-5.787e+05	3476	-0.52655	-0.14542	0.83546
0.022	-21.125	-5.787e+05	3475	-0.52577	-0.1464	0.83546
0.024	-21.199	-5.787e+05	3473.9	-0.52499	-0.14738	0.83546
0.026	-21.266	-5.787e+05	3472.9	-0.52421	-0.14835	0.83546
0.028	-21.338	-5.787e+05	3471.9	-0.52343	-0.14933	0.83546
0.03	-21.407	-5.787e+05	3471	-0.52265	-0.1503	0.83546
0.032	-21.48	-5.787e+05	3469.9	-0.52177	-0.14982	0.83585
0.034	-21.563	-5.787e+05	3468.9	-0.52089	-0.14933	0.83624
0.036	-21.635	-5.787e+05	3467.9	-0.52001	-0.14884	0.83663
0.038	-21.705	-5.787e+05	3466.9	-0.51913	-0.14835	0.83702
0.04	-21.775	-5.787e+05	3465.9	-0.51826	-0.14786	0.83741
0.042	-21.816	-5.787e+05	3464.8	-0.5205	-0.14699	0.83643
0.044	-21.797	-5.787e+05	3463.7	-0.52275	-0.14611	0.83546
0.046	-21.775	-5.7871e+05	3462.5	-0.52499	-0.14523	0.83448
0.048	-21.746	-5.7872e+05	3461.4	-0.52724	-0.14435	0.8335
0.05	-21.696	-5.7871e+05	3460.3	-0.52948	-0.14347	0.83253
0.052	-21.573	-5.7872e+05	3459.1	-0.52997	-0.14347	0.83302
0.054	-21.362	-5.7872e+05	3457.8	-0.53046	-0.14347	0.8335
0.056	-21.148	-5.7872e+05	3456.6	-0.53094	-0.14347	0.83399
0.058	-20.996	-5.7872e+05	3455.4	-0.53143	-0.14347	0.83448
0.06	-20.911	-5.7871e+05	3454.2	-0.53192	-0.14347	0.83497
0.062	-20.84	-5.7871e+05	3452.9	-0.53026	-0.14474	0.83477
0.064	-20.769	-5.7871e+05	3451.6	-0.5286	-0.14601	0.83458
0.066	-20.712	-5.7872e+05	3450.3	-0.52694	-0.14728	0.83438
0.068	-20.697	-5.7872e+05	3449.1	-0.52528	-0.14855	0.83419
0.07	-20.711	-5.7872e+05	3447.8	-0.52362	-0.14982	0.83399
0.072	-20.713	-5.7872e+05	3446.5	-0.5245	-0.14894	0.83497
0.074	-20.711	-5.7872e+05	3445.3	-0.52538	-0.14806	0.83594
0.076	-20.715	-5.7872e+05	3444	-0.52626	-0.14718	0.83692
0.078	-20.705	-5.7871e+05	3442.7	-0.52714	-0.1463	0.8379
0.08	-20.696	-5.7871e+05	3441.4	-0.52802	-0.14542	0.83887
0.082	-20.697	-5.7872e+05	3440.2	-0.5287	-0.14523	0.83809
0.084	-20.686	-5.7873e+05	3438.9	-0.52938	-0.14503	0.83731
0.086	-20.684	-5.7872e+05	3437.6	-0.53007	-0.14484	0.83653
0.088	-20.719	-5.7873e+05	3436.4	-0.53075	-0.14464	0.83575
0.09	-20.76	-5.7874e+05	3435.1	-0.53143	-0.14445	0.83497
0.092	-20.785	-5.7874e+05	3433.9	-0.53094	-0.14464	0.83546
0.094	-20.804	-5.7873e+05	3432.7	-0.53046	-0.14484	0.83594
0.096	-20.817	-5.7872e+05	3431.5	-0.52997	-0.14503	0.83643
0.098	-20.825	-5.7873e+05	3430.3	-0.52948	-0.14523	0.83692
0.1	-20.823	-5.7873e+05	3429.1	-0.52899	-0.14542	0.83741
0.102	-20.839	-5.7873e+05	3428	-0.52909	-0.14503	0.83741
0.104	-20.856	-5.7873e+05	3426.9	-0.52919	-0.14464	0.83741
0.106	-20.9	-5.7874e+05	3425.8	-0.52928	-0.14425	0.83741
0.108	-20.959	-5.7874e+05	3424.7	-0.52938	-0.14386	0.83741
0.11	-20.978	-5.7874e+05	3423.6	-0.52948	-0.14347	0.83741
0.112	-20.982	-5.7874e+05	3422.7	-0.52831	-0.14464	0.83702
0.114	-20.956	-5.7874e+05	3421.8	-0.52714	-0.14581	0.83663
0.116	-20.906	-5.7874e+05	3420.9	-0.52597	-0.14699	0.83624
0.118	-20.892	-5.7874e+05	3420	-0.5248	-0.14816	0.83585
0.12	-20.947	-5.7873e+05	3419	-0.52362	-0.14933	0.83546
0.122	-21.021	-5.7874e+05	3418.2	-0.5248	-0.14845	0.83516
0.124	-20.996	-5.7874e+05	3417.3	-0.52597	-0.14757	0.83487
0.126	-20.996	-5.7875e+05	3416.5	-0.52714	-0.14669	0.83458
0.128	-21.012	-5.7876e+05	3415.6	-0.52831	-0.14581	0.83428
0.13	-20.996	-5.7876e+05	3414.8	-0.52948	-0.14494	0.83399
0.132	-20.99	-5.7876e+05	3414	-0.52772	-0.14533	0.83448
0.134	-21.007	-5.7876e+05	3413.2	-0.52597	-0.14572	0.83497
0.136	-21.027	-5.7875e+05	3412.4	-0.52421	-0.14611	0.83546
0.138	-21.047	-5.7876e+05	3411.7	-0.52245	-0.1465	0.83594
0.14	-21.054	-5.7876e+05	3410.9	-0.5207	-0.14689	0.83643
0.142	-21.068	-5.7875e+05	3410.2	-0.52157	-0.1466	0.83643
0.144	-21.078	-5.7876e+05	3409.5	-0.52245	-0.1463	0.83643
0.146	-21.061	-5.7877e+05	3408.8	-0.52333	-0.14601	0.83643
0.148	-21.055	-5.7877e+05	3408.1	-0.52421	-0.14572	0.83643
0.15	-21.052	-5.7877e+05	3407.4	-0.52509	-0.14542	0.83643
0.152	-21.031	-5.7877e+05	3406.7	-0.52489	-0.14523	0.83672
0.154	-21.021	-5.7877e+05	3406.1	-0.5247	-0.14503	0.83702
